"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster"
"Msr1",3.11848834585081e-228,1.24316250872105,0.58,0.102,5.00361455091763e-224,"0"
"Sptan1",9.893602816399e-228,0.885033522401528,0.693,0.193,1.58742857189122e-223,"0"
"Chst7",3.32991381758891e-227,0.546296444629381,0.381,0.012,5.3428467203214e-223,"0"
"Tpp1",1.08355286374443e-226,0.911412799541527,0.699,0.207,1.73856056987793e-222,"0"
"Rhoj",6.01417584363556e-226,0.738439722592622,0.571,0.092,9.64974514111325e-222,"0"
"Calm1",7.31338567937176e-225,0.857748429067356,0.997,0.921,1.1734327322552e-220,"0"
"Ap2a2",3.97152533755719e-224,0.919231824230127,0.73,0.237,6.37231240411051e-220,"0"
"Dpagt1",8.68423611373954e-224,0.682021467666124,0.508,0.062,1.39338568444951e-219,"0"
"Slc26a10",2.73167644328138e-223,0.626703854118881,0.406,0.024,4.38297485324497e-219,"0"
"Gmpr",8.43434992826446e-222,0.578195186157067,0.393,0.017,1.35329144599003e-217,"0"
"Bnip2",2.78472512052185e-221,0.897704398828103,0.744,0.252,4.4680914558773e-217,"0"
"Mef2c",2.86258593372863e-221,0.422805376367667,0.691,0.208,4.59301913066759e-217,"0"
"Smad6",5.727676718083e-220,0.811718859774345,0.518,0.07,9.19005729416417e-216,"0"
"Mb21d2",6.08643825751838e-220,0.566098601145416,0.407,0.023,9.76569018418824e-216,"0"
"Spag9",7.46711790864909e-220,0.90944205572709,0.794,0.312,1.19809906844275e-215,"0"
"Id3",1.07012149347702e-219,0.962669884240261,0.963,0.616,1.71700993628388e-215,"0"
"Rnf144a",2.64516819056103e-219,0.651584819395691,0.486,0.056,4.24417236175518e-215,"0"
"Tgfbr3",3.08507119626469e-219,0.749870839604623,0.603,0.117,4.9499967344067e-215,"0"
"Sox17",3.47416488290318e-219,0.610328252323492,0.372,0.012,5.57429755461815e-215,"0"
"Stim2",1.45194564640657e-218,0.683901490002278,0.545,0.086,2.32964678965935e-214,"0"
