,METTL3,METTL14,METTL16,RBM15,RBM15B,WTAP,KIAA1429,CBLL1,ZC3H13,YTHDC1,YTHDC2,YTHDF1,YTHDF2,YTHDF3,IGF2BP1,IGF2BP2,IGF2BP3,HNRNPA2B1,HNRNPC,RBMX,FMR1,LRPPRC,ELAVL1,ALKBH5,FTO,Type
TCGA-R6-A8W8-01B,4.28541027,3.912185237,4.019577648,4.402600482,5.668989541,5.263833461,4.631257996,5.597703366,5.650201103,5.040629708,3.85377911,6.491754238,5.955545713,5.859619806,0.118772092,5.645201224,0.535050813,8.192210597,6.985402949,6.518204815,4.821902576,5.774240658,5.305803359,6.790759544,3.123267059,Tumor
TCGA-R6-A6XG-01B,3.593503942,2.790194555,3.32015742,4.043493248,5.078000778,4.809452425,3.655236997,4.613809292,5.653601033,4.60620597,3.463401018,6.112366302,6.15510458,5.544393102,0.536427558,5.853326785,3.924928179,8.024284907,7.369237146,6.315214357,3.31580519,6.266079359,5.324995493,6.046678861,3.285830079,Tumor
TCGA-LN-A49P-01A,3.694715756,3.416244645,3.913559388,4.141316132,4.482535222,5.384220889,5.101077692,5.36031671,5.538975525,5.100498229,3.436576313,6.277943415,6.214491614,6.244228251,0.09160421,5.30303401,2.093169045,7.885614601,6.958967931,6.674739024,5.484690563,6.363611025,5.208007375,6.442005076,3.744395514,Tumor
TCGA-LN-A8HZ-01A,4.161812351,2.461341044,3.519008752,4.024174487,5.374179809,5.104959908,4.215108965,4.12770604,4.93657197,4.698331677,3.1172697,6.243515648,5.401249962,4.98314364,3.246803854,6.899427028,4.590962872,8.385736393,7.458453316,6.468152655,4.30760115,6.704216589,5.506509381,6.497472777,4.071479853,Tumor
TCGA-LN-A4A9-01A,3.65530816,3.534889298,3.483145836,3.421618371,5.054139782,5.785695369,4.674264306,4.443046268,5.794038335,5.908322044,4.472098403,5.63611956,5.812615615,6.38094745,0.128656896,6.273245321,2.622423975,7.694680846,6.445882265,5.985573057,4.656739783,4.776743177,4.645874524,6.401934407,3.406401639,Tumor
TCGA-VR-A8EZ-01A,3.714878858,2.241317205,3.414343124,3.465822834,5.176652829,5.657283344,3.762629871,4.116907623,4.438310594,4.826912819,3.257998057,5.762196023,5.558720109,4.708420888,0.633975567,4.195214574,2.491466837,7.9202737,7.501417531,7.141235171,4.548197628,6.631725431,5.625670486,6.224323003,3.061327761,Tumor
TCGA-LN-A4A8-01A,4.728655888,4.055158626,4.473351265,4.819276486,5.755512438,6.129737462,4.834619336,5.707977572,6.354312722,5.697194327,3.668789965,8.434838352,6.888823442,6.20772914,3.757837541,3.501447139,3.85849929,8.467147684,7.667563113,7.477310196,5.690252472,6.391283461,6.3140658,6.134562319,4.398315764,Tumor
TCGA-2H-A9GF-01A,4.128697684,3.510157026,3.387658662,4.98482282,6.237274317,4.576229705,5.021714024,4.112328893,4.558291312,5.02397528,3.542950384,7.150983322,6.478321039,5.331039018,2.580764558,6.055266459,5.00333296,8.218435507,7.242286122,6.42982951,4.901160084,6.50849134,5.277383147,6.477202232,4.019859237,Tumor
TCGA-L5-A4OJ-01A,3.90665008,3.679234828,3.708731274,4.640308316,5.164473102,5.375189333,4.316592379,4.750761555,5.417566087,5.03398698,3.871885477,6.438174798,6.337089419,5.869792595,0.437253396,5.595434689,4.002670039,7.901880316,6.862329838,6.469700186,4.068207373,6.744470552,5.347166537,6.748282153,2.962588248,Tumor
TCGA-L5-A43C-01A,3.741814495,2.805854098,3.324453691,3.405909243,4.976505286,5.321841559,3.956969694,4.74523776,5.751253223,4.617591756,3.530803812,5.396156183,5.418289429,5.368541739,0.208188091,4.56561554,2.628046301,7.74492356,6.552178732,6.045948448,3.90291109,5.032158594,4.912991267,5.977523184,3.327899649,Tumor
TCGA-XP-A8T8-01A,3.888598399,3.185850866,3.819385624,4.270114885,5.402442742,5.735746187,4.408189159,4.134927329,4.905013499,5.658241039,3.998132778,6.218119588,6.872504768,5.352272375,0.230238921,6.335231711,4.656883097,8.525312407,7.324933122,6.703796101,4.902832669,6.591337745,5.378075238,6.037089446,4.698115122,Tumor
TCGA-2H-A9GN-01A,3.612244054,2.738149904,4.07194262,5.106531986,5.657394325,5.766162,4.86789165,4.655086023,4.903136074,4.905226246,4.009701396,6.60905853,5.852286259,6.339658721,5.743687494,7.135662898,3.456923044,8.693278648,7.341889159,7.399670708,5.008410603,8.050001347,5.520957629,6.310270965,3.298004887,Tumor
TCGA-LN-A5U5-01A,4.365110535,2.860643248,4.520224996,3.670048628,4.607342756,5.891592863,4.064894536,4.079933688,5.835102758,4.819356075,3.438902513,5.774001384,5.987292434,5.579067364,2.891653573,4.782107996,3.111238331,8.516371447,7.608362636,6.836491867,4.610591943,6.476103928,5.551919766,7.20142567,4.056266867,Tumor
TCGA-R6-A6DQ-01B,3.226952892,3.073988453,3.547845345,3.862245967,4.781584337,5.414693017,4.502463907,4.828045575,5.330165489,4.471500197,3.569944802,5.803100116,5.431025279,5.989103837,4.156501445,7.163097342,4.105021933,8.052366024,6.819049237,6.572987451,4.465898694,6.420330429,5.161293404,5.690293306,3.311630383,Tumor
TCGA-2H-A9GH-01A,4.144768612,3.265947513,3.73317759,4.614988328,5.739698847,5.683093695,4.626235266,5.015813782,6.223555974,5.050335631,3.912199328,6.06410883,6.210315287,6.279809658,0.323701465,6.964242679,4.072177836,8.426292634,6.968403478,6.661087144,4.916140139,6.355875162,5.229072052,6.659481021,4.163487461,Tumor
TCGA-JY-A6FG-01A,3.039971296,2.09653066,3.072386565,2.458403271,5.131530531,4.2137574,3.197207692,3.123095731,4.547902688,4.131059652,3.076438136,5.043198252,5.223688398,4.241469145,0.033981253,5.141695261,2.613498176,6.492250256,6.288833156,5.285428997,3.016209739,5.027740449,4.209680602,5.34406913,2.926685338,Tumor
TCGA-LN-A5U7-01A,4.222420025,3.405116424,4.683433595,4.672136925,5.705187284,5.350225543,4.971221804,5.486141554,6.612616127,5.158271795,4.369451369,6.852886543,6.540490441,6.355470248,0.196416038,7.752296197,4.758517192,8.665684661,7.451372586,7.058046572,5.548950031,6.541971191,5.998090224,7.310528812,4.825499133,Tumor
TCGA-IG-A51D-01A,4.208861734,4.067314964,4.598409418,5.072074488,5.707257083,5.847787375,5.190294103,4.143905904,4.963870791,5.113900394,3.750021054,6.880266831,6.869647185,6.157942829,0.225192195,7.253959665,0.263453631,8.585966745,7.30490082,6.825570165,4.936716278,6.204188087,5.376885173,7.058153309,4.46727843,Tumor
TCGA-IG-A3YC-01A,3.493832783,3.058595698,3.403290795,3.192147367,4.861501399,4.857261073,4.377087115,4.992539488,6.125987266,4.779793685,3.1538458,5.552245521,5.678976704,5.424677098,0.267650106,5.421688148,0.660298075,7.87179324,6.326311011,5.969307448,4.351938106,4.957286813,4.601319231,6.061705814,3.740854564,Tumor
TCGA-LN-A4MQ-01A,4.492136183,3.316880519,4.146462678,4.950765337,5.15568499,5.282954518,5.031227503,4.621144989,5.955469416,5.15891485,3.575075561,5.85845199,6.385498693,6.261858617,0.568282894,4.26570679,4.03970826,8.332190704,7.141046381,6.661885852,5.136571183,6.41948564,5.443772859,6.923160399,3.881895235,Tumor
TCGA-L5-A43J-01A,4.770483595,3.215897557,4.337831152,4.183176791,4.405115298,4.568925613,5.394992638,4.779553526,5.520741192,5.622055266,3.354807299,6.142536647,5.17982697,6.411609461,1.914450009,7.788142597,1.279844444,7.94483263,7.317743855,6.415321785,5.296878234,6.530770891,5.374970363,6.929272075,4.886324236,Tumor
TCGA-L5-A4OE-01A,3.24338002,3.284890589,2.939287173,4.543543218,5.581978693,5.56757846,4.472655217,5.183918089,5.248562766,5.1111304,3.887668164,5.822947721,5.997163307,6.10116123,0.060991776,6.554593138,3.864777667,8.206505943,7.041797654,6.291049814,4.932326866,5.903072469,4.795412014,5.32215443,2.469775497,Tumor
TCGA-S8-A6BW-01A,4.067556024,3.039509406,4.53403572,4.138847996,5.457839191,5.727743164,4.330897868,5.097896268,5.723742738,4.900228208,3.074501061,6.398410078,6.055771693,6.289335418,0.534639084,6.151407625,5.026532409,8.053830009,7.221352544,6.635764416,4.760519346,6.554528564,5.754637353,6.199573678,4.462268875,Tumor
TCGA-V5-A7RB-01A,3.930136413,3.573810268,3.656065749,4.403681713,5.178345497,4.895381306,5.26623271,4.871767137,5.685464565,4.959387724,3.911754527,6.38061803,5.884378167,5.461908722,0.029249123,5.953816587,6.360682174,9.017400465,7.013695227,6.547283104,4.367878043,5.908719505,5.359628832,6.191752377,2.958732959,Tumor
TCGA-M9-A5M8-01A,2.795731214,3.43672151,3.384345297,4.072366453,5.149764938,5.061085151,4.714907673,4.146834721,6.211007882,5.180811192,3.791616965,6.445619684,6.294627826,6.336923513,3.3346612,6.245506197,3.265718896,8.211840038,6.700020754,6.519576406,4.390407118,6.956854414,5.604357563,5.931991268,3.917837659,Tumor
TCGA-VR-AA4G-01A,3.795430544,3.954498884,4.341724823,4.451711714,4.893835476,5.893431857,4.430044653,3.653416161,5.878090721,5.97350921,4.411311092,6.068029686,6.091455762,5.7545374,2.127804632,6.450939427,3.811396659,8.469531453,6.856777722,6.508611931,4.615974675,5.844068318,5.421316713,6.376580903,4.304373485,Tumor
TCGA-L5-A8NK-01A,3.459488213,3.577860689,3.67236423,3.650307882,5.028819467,5.137874444,4.406761254,4.560880619,5.667172925,5.112309297,3.821902714,5.387321358,6.033838105,5.613070553,2.018864114,4.410090548,1.418057401,7.810159516,6.665433834,5.877558198,4.423267026,5.759073341,4.340922444,5.573596602,3.841432504,Tumor
TCGA-V5-AASV-01A,3.897342017,3.430454698,3.229227009,4.028751485,5.995850127,5.237792644,3.903168912,4.499651582,5.618303167,5.005024456,4.075572275,5.781832873,6.501163634,5.772789859,0.850478404,4.766904988,4.459738021,8.492237105,7.309599297,7.066735702,4.23445757,6.163420713,6.153224747,6.399943104,4.123497187,Tumor
TCGA-L5-A8NN-01A,4.857821658,4.087014941,3.842142501,4.435505646,5.869524876,5.343284142,5.020757051,5.566067473,5.821330297,5.30306824,4.934869663,7.239731333,6.259547071,6.405782674,6.31178088,6.693283863,4.840327114,8.606156421,7.690047253,7.32492196,4.224141086,6.314814428,5.479950386,6.622619118,3.746891454,Tumor
TCGA-IG-A6QS-01A,4.246786645,3.014406667,3.80819468,4.065969181,4.925318538,5.785498879,3.684175501,4.476534618,4.442295173,5.025314225,3.404231834,6.231578637,5.832595227,5.090507381,0.01277884,5.879618161,1.881753236,7.795110154,7.485080059,6.456062701,5.061002504,6.104649368,5.33841887,6.755483156,3.4966105,Tumor
TCGA-L5-A4OO-01A,3.666295523,3.543027638,3.120580764,3.947134475,5.120353884,5.191027977,3.984966483,4.370924902,6.109577005,5.232383797,4.037354255,6.095260722,5.901003574,5.607413988,0.392395086,5.514189776,1.348640799,7.85992688,6.373003747,6.105805098,4.597012486,4.492397177,4.407178448,5.735858182,3.605037644,Tumor
TCGA-VR-AA7I-01A,4.53166069,3.289596403,3.974542278,3.652502476,5.235080948,5.650006655,4.533219347,3.941667523,5.788923442,4.896178243,3.631302,5.754825608,5.90813662,5.457011726,2.129212414,6.425451973,2.917627099,8.364217766,7.280192642,6.349403919,5.120685442,5.222583189,5.343626252,6.93224934,4.097406581,Tumor
TCGA-L5-A4OW-01A,3.80958365,2.680372839,3.666622339,3.965896535,5.192633136,5.395508369,4.845627482,4.426603108,6.201947783,4.871618035,3.864653447,6.02418409,5.526943548,6.039988027,0.29421529,5.866361389,3.502765828,8.328661489,6.466544214,6.479557553,4.9102353,6.259886185,5.14323853,5.993475793,3.240892181,Tumor
TCGA-2H-A9GQ-01A,4.527001831,3.980760378,4.123077835,4.096223724,5.481062493,5.588548595,5.828862179,4.902531535,6.942853027,5.793601072,4.2382778,6.697447855,7.034248076,6.895370495,3.467877013,4.212216378,4.39188028,8.126519385,7.704151006,6.817413829,6.180400675,7.304696247,5.790807355,6.501678894,4.164492752,Tumor
