"gene_short_name","p_value","morans_test_statistic","morans_I","status","q_value"
"Col14a1",2.99634188294502e-248,33.6305948187092,0.523581500584519,"OK",3.61605042121612e-246
"Mrpl13",9.37228451231576e-13,7.04351806159734,0.108151655977225,"OK",4.00625275364447e-12
"Derl1",2.43149096273045e-14,7.53554533730329,0.115894472584045,"OK",1.1275975962999e-13
"9130401M01Rik",0.000354242271606148,3.38627458690349,0.0506446012593401,"OK",0.000797980564949285
"Zhx1",1.14658767791868e-08,5.58828918916149,0.0852780973087588,"OK",3.7946592197785e-08
"Wdyhv1",0.000377560516729867,3.3687418987963,0.0501515656986401,"OK",0.000846710187907026
"Tatdn1",6.73596547269252e-06,4.35229583241732,0.0657074236730714,"OK",1.80522483179337e-05
"Ndufb9",9.04212602328978e-20,9.02430322557969,0.139164635799984,"OK",5.28804725509299e-19
"Mtss1",1.06235053271889e-34,12.2309382749518,0.189496762101368,"OK",9.96305608034198e-34
"Trib1",1.78142739052557e-20,9.20050076037821,0.141085216787386,"OK",1.06789609609943e-19
"Pvt1",9.04032468451895e-05,3.74442622434948,0.0556090491145034,"OK",0.000218506093290779
"Fam49b",1.12844535121813e-13,7.33262424502399,0.112491880849621,"OK",5.05834645199075e-13
