,TCGA-DD-A39X-11A,TCGA-DD-A1EC-11A,TCGA-DD-A1EL-11A,TCGA-DD-A39W-11A,TCGA-DD-A3A5-11A,TCGA-DD-A3A3-11A,TCGA-DD-A39V-11A,TCGA-BC-A110-11A,TCGA-DD-A3A1-11A,TCGA-DD-A1EB-11A,TCGA-DD-A1EI-11A,TCGA-BC-A10R-11A,TCGA-DD-A1EH-11A,TCGA-DD-A11C-11A,TCGA-DD-A1EJ-11A,TCGA-DD-A3A4-11A,TCGA-BC-A10Y-11A,TCGA-DD-A113-11A,TCGA-DD-A1EG-11A,TCGA-G3-A3CH-11A,TCGA-BC-A10X-11A,TCGA-DD-A39Z-11A,TCGA-BC-A10W-11A,TCGA-BD-A3EP-11A,TCGA-FV-A3I0-11A,TCGA-DD-A3A8-11A,TCGA-DD-A116-11A,TCGA-FV-A23B-11A,TCGA-FV-A3I1-11A,TCGA-BC-A10Q-11A,TCGA-DD-A11D-11A,TCGA-FV-A2QR-11A,TCGA-DD-A11A-11A,TCGA-DD-A3A2-11A,TCGA-BD-A2L6-11A,TCGA-EP-A12J-11A,TCGA-DD-A3A6-11A,TCGA-EP-A26S-11A,TCGA-DD-A118-11A,TCGA-DD-A119-11A,TCGA-DD-A1EE-11A,TCGA-BC-A216-11A,TCGA-BC-A10Z-11A,TCGA-FV-A3R2-11A,TCGA-ES-A2HT-11A,TCGA-DD-A114-11A,TCGA-BC-A10T-11A,TCGA-EP-A3RK-11A,TCGA-BC-A10U-11A,TCGA-DD-A11B-11A,TCGA-DD-A4NG-01A,TCGA-G3-AAV4-01A,TCGA-2Y-A9H1-01A,TCGA-BC-A10Y-01A,TCGA-K7-AAU7-01A,TCGA-BC-A10W-01A,TCGA-DD-AACV-01A,TCGA-DD-AAD3-01A,TCGA-DD-A1EI-01A,TCGA-DD-AAC9-01A,TCGA-DD-AACT-01A,TCGA-GJ-A6C0-01A,TCGA-CC-5258-01A,TCGA-DD-AADP-01A,TCGA-DD-AACW-01A,TCGA-ZS-A9CD-01A,TCGA-UB-A7MF-01A,TCGA-WX-AA46-01A,TCGA-CC-A8HV-01A,TCGA-DD-AADQ-01A,TCGA-DD-AADB-01A,TCGA-DD-A1EA-01A,TCGA-5R-AA1C-01A,TCGA-DD-A113-01A,TCGA-2Y-A9H9-01A,TCGA-CC-A7IE-01A,TCGA-XR-A8TD-01A,TCGA-DD-AAD2-01A,TCGA-DD-AACY-01A,TCGA-CC-A7IF-01A,TCGA-DD-AACD-01A,TCGA-ED-A4XI-01A,TCGA-CC-A9FW-01A,TCGA-G3-A5SJ-01A,TCGA-DD-AAE2-01A,TCGA-G3-A7M9-01A,TCGA-EP-A2KC-01A,TCGA-2Y-A9GS-01A,TCGA-ED-A7PX-01A,TCGA-DD-AADC-01A,TCGA-DD-AAVZ-01A,TCGA-CC-A3MA-01A,TCGA-2Y-A9GY-01A,TCGA-ED-A627-01A,TCGA-2Y-A9GW-01A,TCGA-DD-AADO-01A,TCGA-DD-AADK-01A,TCGA-DD-A1EH-01A,TCGA-G3-AAV7-01A,TCGA-DD-AACA-01A,TCGA-FV-A3R3-01A,TCGA-KR-A7K0-01A,TCGA-DD-AACC-01A,TCGA-BC-A3KG-01A,TCGA-G3-AAV2-01A,TCGA-CC-A7IK-01A,TCGA-G3-A25S-01A,TCGA-DD-AADR-01A,TCGA-UB-A7MD-01A,TCGA-DD-A4NS-01A,TCGA-CC-A9FU-01A,TCGA-DD-AAE3-01A,TCGA-DD-AACP-01A,TCGA-2Y-A9H8-01A,TCGA-FV-A3I1-01A,TCGA-2Y-A9H7-01A,TCGA-DD-AAVU-01A,TCGA-BC-A110-01A,TCGA-ZP-A9CZ-01A,TCGA-DD-AAE1-01A,TCGA-GJ-A3OU-01A,TCGA-RC-A7SB-01A,TCGA-DD-AAVS-01A,TCGA-CC-A8HS-01A,TCGA-FV-A3I0-01A,TCGA-2Y-A9GT-01A,TCGA-2Y-A9HA-01A,TCGA-FV-A2QQ-01A,TCGA-DD-AAEH-01A,TCGA-DD-AADM-01A,TCGA-G3-A3CK-01A,TCGA-EP-A26S-01A,TCGA-DD-A11A-01A,TCGA-DD-AAE6-01A,TCGA-XR-A8TE-01A,TCGA-DD-A73B-01A,TCGA-EP-A3JL-01A,TCGA-CC-A3MB-01A,TCGA-DD-AAD0-01A,TCGA-MI-A75I-01A,TCGA-DD-AACZ-01A,TCGA-CC-A8HU-01A,TCGA-RC-A6M5-01A,TCGA-2Y-A9GZ-01A,TCGA-DD-AACO-01A,TCGA-LG-A6GG-01A,TCGA-BC-4073-01B,TCGA-ED-A7PZ-01A,TCGA-DD-A4NV-01A,TCGA-DD-A73G-01A,TCGA-G3-AAV3-01A,TCGA-G3-A25U-01A,TCGA-BC-A5W4-01A,TCGA-UB-AA0U-01A,TCGA-EP-A12J-01A,TCGA-G3-A5SI-01A,TCGA-DD-AACA-02B,TCGA-FV-A4ZQ-01A,TCGA-DD-A4ND-01A,TCGA-ED-A8O5-01A,TCGA-UB-A7ME-01A,TCGA-CC-5264-01A,TCGA-DD-AADA-01A,TCGA-2Y-A9HB-01A,TCGA-DD-AACS-01A,TCGA-DD-AAE0-01A,TCGA-G3-A5SK-01A,TCGA-BC-A69I-01A,TCGA-BC-A10R-01A,TCGA-BC-A10X-01A,TCGA-BC-A10S-01A,TCGA-DD-AAVX-01A,TCGA-DD-AAVQ-01A,TCGA-RC-A7SH-01A,TCGA-G3-A3CJ-01A,TCGA-DD-A115-01A,TCGA-BC-A10Q-01A,TCGA-DD-A1EE-01A,TCGA-ZP-A9CY-01A,TCGA-FV-A23B-01A,TCGA-HP-A5MZ-01A,TCGA-DD-AACK-01A,TCGA-CC-A1HT-01A,TCGA-DD-A11B-01A,TCGA-ZP-A9D4-01A,TCGA-DD-AACA-02A,TCGA-HP-A5N0-01A,TCGA-EP-A2KB-01A,TCGA-DD-A4NN-01A,TCGA-ES-A2HS-01A,TCGA-G3-A3CG-01A,TCGA-DD-AAVR-01A,TCGA-DD-AAD1-01A,TCGA-DD-A73D-01A,TCGA-DD-AAVW-01A,TCGA-DD-A4NF-01A,TCGA-DD-AACN-01A,TCGA-DD-A3A2-01A,TCGA-K7-A5RF-01A,TCGA-DD-A116-01A,TCGA-DD-A4NI-01A,TCGA-BC-A10T-01A,TCGA-DD-AADJ-01A,TCGA-DD-AACE-01A,TCGA-FV-A3R2-01A,TCGA-DD-AAE7-01A,TCGA-DD-AADD-01A,TCGA-4R-AA8I-01A,TCGA-FV-A496-01A,TCGA-DD-A39X-01A,TCGA-DD-AADS-01A,TCGA-DD-AAE9-01A,TCGA-ZS-A9CF-02A,TCGA-G3-AAUZ-01A,TCGA-WX-AA47-01A,TCGA-NI-A4U2-01A,TCGA-DD-AACI-01A,TCGA-ZP-A9D1-01A,TCGA-UB-A7MB-01A,TCGA-DD-AAVP-01A,TCGA-DD-A4NR-01A,TCGA-RG-A7D4-01A,TCGA-5R-AAAM-01A,TCGA-DD-A3A4-01A,TCGA-BC-A217-01A,TCGA-RC-A6M3-01A,TCGA-DD-A4NQ-01A,TCGA-CC-A9FV-01A,TCGA-UB-A7MC-01A,TCGA-MR-A8JO-01A,TCGA-DD-AAEG-01A,TCGA-DD-A39W-01A,TCGA-DD-A39Z-01A,TCGA-BC-A10Z-01A,TCGA-WQ-AB4B-01A,TCGA-CC-A123-01A,TCGA-YA-A8S7-01A,TCGA-2Y-A9H2-01A,TCGA-5C-A9VG-01A,TCGA-CC-A3M9-01A,TCGA-EP-A2KA-01A,TCGA-DD-AADW-01A,TCGA-DD-AAED-01A,TCGA-LG-A9QD-01A,TCGA-DD-AADV-01A,TCGA-G3-A3CH-01A,TCGA-G3-AAV1-01A,TCGA-ZS-A9CG-01A,TCGA-DD-AAW3-01A,TCGA-ED-A7PY-01A,TCGA-ZP-A9D2-01A,TCGA-G3-A25Y-01A,TCGA-G3-A3CI-01A,TCGA-K7-A5RG-01A,TCGA-EP-A3RK-01A,TCGA-CC-A7IJ-01A,TCGA-MI-A75H-01A,TCGA-G3-AAV5-01A,TCGA-ED-A7XP-01A,TCGA-DD-A1ED-01A,TCGA-ED-A5KG-01A,TCGA-ED-A459-01A,TCGA-2Y-A9GX-01A,TCGA-DD-A73E-01A,TCGA-QA-A7B7-01A,TCGA-DD-AACL-01A,TCGA-MR-A520-01A,TCGA-DD-A1EF-01A,TCGA-G3-A25T-01A,TCGA-FV-A4ZP-01A,TCGA-WX-AA44-01A,TCGA-DD-A4NE-01A,TCGA-CC-A7IG-01A,TCGA-ZP-A9D0-01A,TCGA-G3-A25X-01A,TCGA-BC-4072-01B,TCGA-XR-A8TC-01A,TCGA-BC-A3KF-01A,TCGA-O8-A75V-01A,TCGA-DD-AADI-01A,TCGA-BC-A8YO-01A,TCGA-DD-A39V-01A,TCGA-DD-A1EC-01A,TCGA-DD-AACQ-01A,TCGA-DD-A1EB-01A,TCGA-KR-A7K7-01A,TCGA-DD-AAVV-01A,TCGA-DD-AADN-01A,TCGA-LG-A9QC-01A,TCGA-RC-A7S9-01A,TCGA-BC-A112-01A,TCGA-2Y-A9H0-01A,TCGA-CC-A7IL-01A,TCGA-KR-A7K2-01A,TCGA-DD-AADU-01A,TCGA-ED-A66Y-01A,TCGA-CC-A8HT-01A,TCGA-DD-AADY-01A,TCGA-BC-A216-01A,TCGA-RC-A7SF-01A,TCGA-RC-A7SK-01A,TCGA-DD-AAD8-01A,TCGA-DD-AAEE-01A,TCGA-DD-A119-01A,TCGA-G3-AAV6-01A,TCGA-DD-A73F-01A,TCGA-DD-A4NP-01A,TCGA-DD-AAEK-01A,TCGA-DD-A11D-01A,TCGA-DD-A1EG-01A,TCGA-PD-A5DF-01A,TCGA-DD-A3A9-01A,TCGA-2Y-A9H4-01A,TCGA-DD-A118-01A,TCGA-DD-A4NL-01A,TCGA-5C-A9VH-01A,TCGA-3K-AAZ8-01A,TCGA-MI-A75G-01A,TCGA-DD-A3A6-01A,TCGA-CC-A5UD-01A,TCGA-DD-A3A3-01A,TCGA-CC-A7IH-01A,TCGA-DD-A4NH-01A,TCGA-K7-A6G5-01A,TCGA-DD-AACU-01A,TCGA-BW-A5NO-01A,TCGA-XR-A8TG-01A,TCGA-DD-A1EJ-01A,TCGA-CC-5259-01A,TCGA-2Y-A9H3-01A,TCGA-UB-AA0V-01A,TCGA-GJ-A9DB-01A,TCGA-DD-A4NK-01A,TCGA-2Y-A9H6-01A,TCGA-BD-A2L6-01A,TCGA-G3-A5SM-01A,TCGA-DD-AAD5-01A,TCGA-BD-A3EP-01A,TCGA-CC-5260-01A,TCGA-WQ-A9G7-01A,TCGA-FV-A2QR-01A,TCGA-DD-AAW2-01A,TCGA-DD-AA3A-01A,TCGA-CC-5263-01A,TCGA-FV-A495-01A,TCGA-BC-A10U-01A,TCGA-ZS-A9CE-01A,TCGA-G3-A7M8-01A,TCGA-5R-AA1D-01A,TCGA-ED-A82E-01A,TCGA-DD-A3A1-01A,TCGA-MI-A75E-01A,TCGA-DD-AAEA-01A,TCGA-ZS-A9CF-01A,TCGA-G3-A25V-01A,TCGA-CC-A9FS-01A,TCGA-BC-A69H-01A,TCGA-DD-A3A7-01A,TCGA-CC-5261-01A,TCGA-G3-AAV0-01A,TCGA-DD-AAE4-01A,TCGA-CC-A7II-01A,TCGA-DD-A3A8-01A,TCGA-G3-A7M5-01A,TCGA-CC-A3MC-01A,TCGA-2V-A95S-01A,TCGA-ED-A66X-01A,TCGA-G3-A6UC-01A,TCGA-BD-A3ER-01A,TCGA-DD-A3A5-01A,TCGA-DD-AACH-01A,TCGA-CC-5262-01A,TCGA-DD-AADG-01A,TCGA-DD-AAW0-01A,TCGA-DD-AACJ-01A,TCGA-DD-AADL-01A,TCGA-RC-A6M6-01A,TCGA-DD-A4NO-01A,TCGA-CC-A5UE-01A,TCGA-G3-A7M7-01A,TCGA-ES-A2HT-01A,TCGA-DD-AACX-01A,TCGA-2Y-A9GV-01A,TCGA-DD-AACF-01A,TCGA-BW-A5NP-01A,TCGA-UB-A7MA-01A,TCGA-G3-A25Z-01A,TCGA-MI-A75C-01A,TCGA-DD-A4NA-01A,TCGA-ZP-A9CV-01A,TCGA-T1-A6J8-01A,TCGA-DD-A1EK-01A,TCGA-5C-AAPD-01A,TCGA-KR-A7K8-01A,TCGA-DD-AAD6-01A,TCGA-DD-A4NB-01A,TCGA-DD-A11C-01A,TCGA-WJ-A86L-01A,TCGA-ED-A8O6-01A,TCGA-DD-AAEB-01A,TCGA-2Y-A9GU-01A,TCGA-DD-A73A-01A,TCGA-RC-A6M4-01A,TCGA-BW-A5NQ-01A,TCGA-DD-AAVY-01A,TCGA-DD-A1EL-01A,TCGA-DD-A4NJ-01A,TCGA-G3-A5SL-01A,TCGA-DD-AACG-01A,TCGA-DD-AAC8-01A,TCGA-ED-A7XO-01A,TCGA-DD-AACB-01A,TCGA-G3-A7M6-01A,TCGA-ED-A97K-01A,TCGA-DD-A73C-01A,TCGA-DD-AAW1-01A,TCGA-XR-A8TF-01A,TCGA-CC-A5UC-01A,TCGA-DD-A39Y-01A,TCGA-DD-A114-01A,TCGA-NI-A8LF-01A,TCGA-DD-AADF-01A,TCGA-DD-AAEI-01A,TCGA-2Y-A9H5-01A
NSUN2,15.73772361,18.60132232,21.79797002,14.48314872,16.65528237,18.44852192,14.54385588,29.35913186,7.91207084,23.25455383,16.21834533,24.01314892,14.75510941,18.31518386,19.56991531,23.98766051,20.94243137,15.38033243,16.39223835,17.12477931,20.33528543,13.35653333,18.54246084,21.11823448,18.19407037,14.93485409,12.56323652,16.68296372,16.83244467,20.56145865,16.54818684,23.21455177,17.83853354,14.21852509,18.1459277,17.02318086,8.200959663,11.99446901,15.38731083,21.10711061,18.41944211,12.54826511,25.10311887,16.45898327,21.92180239,18.18436783,13.17705367,13.59729538,20.1812445,12.63112512,19.81280449,31.34837944,13.2650907,27.84892495,34.20083477,51.02802434,43.01295992,23.27787078,44.08106342,12.65844376,15.55928934,29.4390879,22.14836119,23.00884778,21.91751577,21.39640246,29.10078701,26.29647987,19.05468149,30.37804107,23.62049251,43.31972533,26.44453382,26.17385935,30.22243034,19.61726749,23.61996778,51.99321226,26.31810854,19.43147678,15.6160217,22.77033727,38.20038579,22.56896638,25.75690191,66.98373663,27.57391758,45.49180364,46.21555695,69.36706714,30.30419445,38.63202395,27.88270204,30.0305622,20.5492589,8.531794846,17.62766954,24.86721252,78.7954882,24.88868971,22.66620956,24.89114488,15.07243823,37.6919476,28.28314321,26.53199595,16.19705853,23.49503168,27.73622859,25.99423227,24.94978955,21.80216421,35.36586962,45.00495209,33.47003996,19.19754656,19.9972951,26.25769269,50.71123446,13.84588925,24.60511262,23.24701208,34.71427762,63.5641603,31.84045414,18.2605071,40.70407744,33.35710267,20.94103087,15.89977103,24.18810282,23.38135392,46.57451253,34.46722232,24.918187,27.0501849,34.55557634,34.44462566,22.71038985,46.38223149,51.77636225,33.1366971,19.68858659,24.21371398,13.54470205,27.46531545,29.5286429,21.02580749,29.6090102,8.447940001,22.19051608,32.08640693,17.43558698,41.28979398,24.64984651,26.58115149,18.8938364,31.9101624,23.51976902,19.63466104,47.64148464,52.3917541,13.46591564,38.32007682,16.33306006,23.73909171,21.32256405,20.51049603,21.44638159,25.55601954,21.01650506,20.29183315,16.94467756,23.72217196,11.64866898,27.52311997,28.58530733,40.33752521,25.57939558,29.62921361,21.65168223,33.11474895,88.8789208,26.40843765,12.31112873,25.47997509,20.74173668,17.78351769,26.86269485,7.305080696,38.08635281,17.75498146,27.92746353,30.3806239,30.91197778,24.48263864,30.09380115,14.580908,18.55517831,27.87746439,18.55119175,21.78106293,13.00178815,23.90596883,33.33348344,20.26445366,26.55120887,36.85944377,25.61268205,23.13728108,7.922831342,15.75830558,40.57149421,9.741326829,13.18825302,22.13865492,17.84978266,39.5438847,40.47209126,13.71468871,30.50359521,37.07941916,23.40598015,22.69594894,28.8656094,39.96064646,31.57576794,22.63323781,26.25752959,17.1105791,43.99495204,18.67292177,13.45999738,38.25541368,16.9069158,6.541185064,34.18783231,42.33361134,44.33809034,28.42503537,17.55102096,34.19735531,23.94749393,16.35946219,51.90497711,23.69338147,44.26980654,19.87667192,26.95958718,17.03770829,140.4138173,26.74805108,16.23688332,27.6045058,28.62931457,54.92071885,14.60543285,36.8126076,27.5005367,18.83908744,46.06316879,37.16255293,32.28945649,26.90958146,38.4875481,28.04167321,16.25116726,28.20848724,18.60695206,9.55665458,27.92434328,37.906206,17.99950692,39.45711184,18.91596249,20.748832,37.34598857,28.80019086,21.49078564,15.25696148,42.48530753,12.74025168,26.46819642,22.32931807,42.46832633,16.77546575,39.75052465,13.10821809,80.69556725,16.11994638,41.49201125,46.53894023,34.37443666,18.66534446,20.77497186,24.70271534,30.73989403,30.72802547,28.22416619,26.92859381,30.02133506,34.91514595,28.76726069,15.95466438,24.23609045,22.68528484,19.82922515,59.03668736,27.2617555,25.40604448,29.55173862,14.40047779,31.46799338,32.00073032,16.12009558,28.01579432,30.84349293,27.46135422,4.990194645,46.98505061,13.65526773,20.73065216,30.75116358,16.38652928,41.0626947,22.66008959,32.27617938,23.7626983,6.029179874,11.40613499,25.93631782,49.46657543,51.05824069,26.04719002,12.90284741,23.30261017,41.59230059,28.45763922,43.7340048,26.82527317,35.19985263,28.81746833,53.87938641,44.01063959,17.39285125,32.67052512,29.00458789,14.54767632,20.00524906,34.75255999,25.92504791,18.63080812,31.12414051,23.67037583,21.17404496,27.27206422,18.64147465,14.36541471,38.16519827,16.09461071,10.56487723,26.06803161,9.217555477,28.12807639,36.94100201,22.6784166,34.53527305,26.53113757,19.86663819,17.57826655,36.6025882,23.38735975,14.03484684,29.01670942,26.28293151,33.63824072,42.09561079,38.79613012,33.22158242,24.02061773,14.63168605,25.50165636,27.52541754,31.40985797,43.27659623,26.01651348,19.19861287,20.4830921,39.71285045,31.38571611,32.17594231,19.30467373,28.8034508,25.95892885,23.20387177,19.23882296,38.34079138,16.88271053,36.17290401,10.54704249,15.33034665,22.47877381,19.75242004,43.29010349,39.27079357,31.92030949,39.72615693,30.54208215,23.6037239,45.3628726,24.38506102,18.67512646,42.64806978,40.66692395,18.32889591,19.88580676,50.0639009,32.28730369,31.83954156,33.41354924,15.92875933,28.29380761,20.82933333,23.91071888
NSUN3,1.447667398,2.128660852,2.174084497,1.825133156,1.269786473,1.489476527,1.258702492,1.240167524,0.763182759,2.576128112,1.817584516,1.331459016,1.272302228,1.734099073,1.972623719,2.191303667,2.44740253,1.377588256,1.162212113,1.677326301,2.250674211,1.158841901,1.467840742,1.954981822,0.972532128,1.034745595,1.179015357,2.120691216,1.724147801,1.085097939,2.052981937,2.50915292,1.740615319,1.456129675,2.041902403,1.914738542,0.683774061,1.639603126,1.332652571,1.54434216,1.624157116,1.240769533,1.818044191,1.678292339,2.092576744,2.514487613,1.536984892,1.245564202,1.29306519,1.127800123,1.595996555,3.213906566,0.768545699,4.011044653,4.580567589,7.51656288,2.357716011,2.955056491,3.077099488,1.246453875,1.821284783,3.121797824,2.523087316,3.021614101,2.135073786,1.621971567,2.082575465,2.600629705,2.743131759,1.441854007,3.339451781,4.896444126,4.902930686,3.142527423,2.079616719,1.662545967,2.013173395,1.664410876,1.756011873,0.965821578,1.1369851,2.341080387,1.628396075,2.31874195,2.806994727,5.784025831,2.546489285,4.358898415,4.901327529,3.759412467,2.476920897,3.193068512,2.970571956,3.427156864,1.673235954,0.690105969,1.310313877,3.702782353,4.768217158,3.43109226,2.703349917,2.522690333,1.414559529,4.940993078,1.773105709,6.858263173,3.358937245,3.196569158,4.38992543,3.604137397,1.765318752,1.225347193,2.082842043,0.558263424,3.275613183,2.253428801,1.798906356,1.266992172,2.777905155,1.533356201,3.288624816,0.976299946,2.133982669,3.410643495,2.648762828,2.495535614,2.029978897,2.588908009,1.738439756,1.866490006,4.160677934,3.728493714,5.826635434,1.403610233,2.444877347,3.436247724,1.27769859,2.9958028,3.886934392,2.663059006,3.292154207,1.540231253,1.622877754,2.242642935,1.490385877,3.134676128,5.801643792,2.659906852,5.611949579,0.375206579,2.550322573,2.305791303,1.775094331,3.300732305,3.661805484,2.140911607,2.246780405,4.038706677,2.922539752,2.792601443,2.650058086,4.617225457,1.952097545,2.711834972,3.562597674,1.066751401,1.236523271,1.682026022,2.467227176,2.106312215,1.492040689,2.248300926,1.37833009,2.12910262,1.184995883,2.451188891,4.05690042,3.546071994,2.174670484,3.765614188,1.698715226,3.672026901,8.193493152,3.984484401,2.297820877,4.346124641,2.758954263,2.252745953,2.124948747,0.645182966,2.7424937,1.456814083,3.546225417,1.557989996,2.744817223,3.719748481,3.819967665,1.480383767,1.968008941,1.317508189,1.746303611,2.789597398,1.449795914,2.509119026,3.389900576,1.961944416,3.317187485,4.031853986,2.494688941,1.139630771,0.84015803,2.299535149,2.922284878,0.88188925,1.027654159,1.552466103,0.851211711,3.047345082,3.063239794,2.169000403,2.689700131,2.153788837,2.27521025,1.752456839,5.250794515,1.672111605,4.225117737,3.446951902,2.777400255,1.879004628,2.822967253,2.404288658,1.08524359,3.437046069,1.344253144,1.044663289,2.770571894,2.611317437,1.831773868,4.366499241,1.974446503,3.658134251,1.697738743,2.574409758,3.456263971,2.075182062,4.542982906,1.716777269,3.147337614,1.204850863,7.189301109,2.109713728,1.475214222,3.466542542,6.263684658,3.671709601,2.17326027,2.023350964,4.273637722,2.002276097,6.226601643,2.928822341,5.691627547,4.542533026,3.637913175,1.354359068,1.542980619,4.269360528,1.86959207,0.73334124,2.964813073,2.959937743,2.307264518,2.584614846,1.663843688,3.178664059,2.459178074,1.668432225,1.23652259,1.230476046,8.372400985,2.177691415,3.357558656,2.370553563,2.721920138,1.103431379,2.514697106,0.904103862,1.833175508,1.430532591,3.509586846,2.028290297,1.891003111,1.149413901,1.686743829,2.594552935,2.672463101,6.233225888,2.744661701,1.203522245,2.380417686,2.783459911,2.709462898,1.890959287,1.966978681,2.266581399,2.175470087,2.896327835,2.309043541,2.668116008,2.740200972,1.618143278,1.551890552,2.540657682,1.780643683,2.652828199,1.901647888,1.87738578,0.867200086,3.89670384,0.84055873,2.812881702,3.248344695,1.115264964,3.269681877,2.483804152,3.30053178,3.400202017,0.857716275,1.182402143,2.949518365,3.564188133,2.390161863,2.998929166,1.669904012,2.357334644,3.543357828,2.403655454,5.626671262,1.390484107,2.398859171,2.190530815,3.248432424,5.574855232,1.073244738,2.906226408,1.099564224,2.077211073,2.767901062,5.554040467,4.130873677,1.537061254,1.16284498,3.477127304,1.769136812,1.512861476,1.24053761,0.787306705,4.986347348,1.691194312,1.03575432,1.65602648,1.51295644,1.335678649,2.087175538,3.535256954,2.852567734,2.512773772,2.714295011,1.72175919,5.98299829,1.736376893,2.270334575,2.941326417,1.195128625,3.105653447,1.797462963,1.834705497,2.925674264,1.522874342,1.120917214,2.420176437,2.849301789,1.471038341,2.109206035,2.804893508,1.886858317,1.43992689,5.215500932,3.883765953,3.175778474,1.821912695,3.023930977,1.49203935,1.484029925,3.686511262,3.895174821,1.885519744,0.895277674,0.861991907,2.928930747,2.039246398,1.008648407,4.59601558,1.689436433,9.234316537,3.938849921,1.975416248,1.498342284,3.111253635,1.738587978,1.876806058,4.44775866,6.631571066,4.689090235,2.306973935,2.567890283,1.572280759,2.318219019,5.027275582,2.220621013,1.660620428,1.626422002,2.120123298
