,NSUN2,NSUN3,NSUN4,NSUN5,NSUN6,NSUN7,DNMT1,TRDMT1,DNMT3A,DNMT3B,NOP2,TET1,TET2,TET3,ALYREF,XPD
TCGA_TCGA-2Y-A9H1-01A,4.749084104,1.898986474,2.959742192,4.626707931,3.797595477,1.145843772,2.526786553,1.052575458,2.305553037,1.36162741,5.388114156,1.156259416,1.33153175,1.431979171,5.816048955,4.615506488
TCGA_TCGA-2Y-A9H2-01A,6.183064941,2.783501749,4.591652789,4.969682065,4.148226258,1.28716872,4.884683537,1.549201292,4.647146817,3.209773016,4.241617275,1.49770856,2.693175962,3.725517191,6.351022129,3.062638344
TCGA_TCGA-2Y-A9H3-01A,4.568887366,2.159501721,3.063671462,4.804024411,3.201070541,1.276441856,2.855198334,1.14882921,3.769993843,1.201106463,5.057565177,1.281630902,1.690250788,1.841391934,5.836883306,4.278868368
TCGA_TCGA-2Y-A9H4-01A,5.810508147,2.353286356,3.172225901,4.449760168,3.415780443,1.129663982,4.72640551,1.39756599,3.070015544,1.898748105,5.320045683,1.135882779,1.913469038,2.206238805,5.578418389,4.408437224
TCGA_TCGA-2Y-A9H5-01A,5.468560584,2.602365015,2.871204453,4.364858727,5.171581119,2.944999658,4.697187032,1.277680274,4.001652525,2.869383751,3.368768416,1.898413095,2.255971935,3.442340821,5.479828108,3.230259044
TCGA_TCGA-2Y-A9H6-01A,5.574755833,2.909819195,2.750817816,4.395689129,5.294371823,1.156193507,3.923889642,1.458745054,4.131068685,1.828689015,5.237508736,1.267968338,2.051956423,2.555598098,5.551432798,4.138024422
TCGA_TCGA-2Y-A9H7-01A,5.19787825,2.654199687,2.891423751,4.246360596,5.642117821,1.10226859,4.255117637,1.341225384,4.497497903,2.106485147,3.370529872,1.759471149,2.39106071,3.108285465,6.235122125,3.638517479
TCGA_TCGA-2Y-A9H8-01A,6.260268037,1.742151443,2.692081178,5.337845488,3.864118091,4.413268968,5.240687525,1.490085373,3.775181187,3.254838419,2.619389935,1.463245232,1.564342158,2.538778758,6.126650189,3.269073154
TCGA_TCGA-2Y-A9H9-01A,5.760023313,2.586175236,3.76837738,4.601872337,5.383510113,1.148112505,4.228708221,1.315964854,2.551318749,1.603584366,5.804130501,1.31645068,1.840979715,2.37566309,6.183912889,4.540660316
TCGA_TCGA-2Y-A9HA-01A,6.13359754,2.566042621,3.691524963,4.614243633,4.341398366,1.112821327,4.086347564,1.316821163,3.472036078,3.034782997,3.739252004,2.00961903,2.423819804,3.343894484,5.319812902,3.719974893
TCGA_TCGA-2Y-A9HB-01A,6.057629294,2.817516078,3.546558044,4.208227808,5.258343522,1.083796751,3.995779206,1.18749161,2.778359484,1.543513038,5.056000009,1.158923493,1.961051191,2.665388709,5.331065901,4.536110496
TCGA_TCGA-3K-AAZ8-01A,5.785442864,2.512424157,3.321229581,4.838670336,5.579944256,1.149823687,4.051947951,1.079221385,2.7446705,1.767919343,6.151391559,1.137348273,1.862108894,2.226311001,5.850742163,5.572637703
TCGA_TCGA-4R-AA8I-01A,6.008774409,3.194486065,3.498598846,4.423582425,4.531432429,1.15321294,4.185688587,1.680032546,3.057254323,2.19888879,6.145985403,1.397470005,2.5142516,2.623568331,4.775084259,5.352418095
TCGA_TCGA-5C-A9VG-01A,6.241423653,2.482223801,4.253165194,5.57869963,4.719448369,1.870572382,5.503351421,1.599441047,4.590147549,2.379577655,5.05879406,1.611330712,1.916782976,3.592626829,6.876649207,3.173595692
TCGA_TCGA-5C-A9VH-01A,5.665428191,2.797662043,2.920240281,4.885032228,4.935855333,2.08844404,4.754716517,1.47971551,3.487130301,2.807587388,3.741480891,1.55606262,2.0825876,2.930824443,5.872546229,3.118254481
TCGA_TCGA-5C-AAPD-01A,5.699995085,2.917541302,3.463077818,5.226887145,4.354198821,1.122541243,5.364058736,1.358749412,3.00886987,2.327512947,3.794618877,1.289428591,1.600595387,2.229495906,6.865429562,2.976572871
TCGA_TCGA-5R-AA1C-01A,5.593577344,3.392299758,4.109815391,4.509611158,4.397049098,1.058231536,3.673524553,1.496091354,4.109226526,1.823948925,5.931979666,1.27334947,2.170022756,2.457578493,5.230016076,4.70857332
TCGA_TCGA-5R-AA1D-01A,5.248483318,2.836090286,3.177804545,3.179535126,4.068410674,1.417611359,4.141706056,1.546301382,2.584088617,1.682044132,5.18188718,1.44219887,2.477631593,2.38006364,4.736325102,3.856142778
TCGA_TCGA-5R-AAAM-01A,5.442142343,2.662466643,3.335768906,3.844494818,4.795061063,1.073774997,4.061741174,1.248420009,2.511587998,1.97957464,5.520077889,1.360378057,1.913207581,2.401972433,5.094140244,4.835293743
TCGA_TCGA-BC-4072-01B,5.293379451,2.964290272,3.554719347,4.113909577,4.497924739,2.412852298,5.050575632,1.353302377,4.067411696,2.094806945,3.392828661,1.871653638,2.480146315,3.648492788,6.340383696,2.695432743
TCGA_TCGA-BC-4073-01B,5.731022055,3.567880031,4.203178286,4.194878972,4.881621073,1.277439073,5.579048343,1.72894716,4.136589246,2.158851226,3.864621561,2.514333488,3.346001415,3.549885528,6.042902075,3.528251379
TCGA_TCGA-BC-A10Q-01A,5.690514218,3.200637701,3.806577269,4.602684819,4.120540172,1.058231536,4.530902259,1.846993452,4.069004031,1.985224336,2.99756657,1.450904733,3.020661067,3.564063435,6.301825625,2.404017694
TCGA_TCGA-BC-A10R-01A,5.334122284,2.733054352,2.721639515,3.657325282,5.94110223,1.182469696,4.064703969,1.554691796,3.191024783,1.828313074,5.183765674,1.290501545,1.688018875,2.401385522,4.672966836,4.355041518
TCGA_TCGA-BC-A10S-01A,5.309166686,2.323882509,2.892431235,4.514685647,5.11603094,1.099549427,3.50808847,1.154698485,2.353100435,1.736716847,5.879819725,1.184805345,1.829027649,2.269465212,5.609067343,4.734359565
TCGA_TCGA-BC-A10T-01A,5.353223047,2.843203922,3.451452515,4.279809083,4.552802125,1.06733463,3.92698529,1.566397816,3.853513525,1.937180799,6.061689133,1.614989946,1.746995644,2.465627009,5.737062821,4.535145986
TCGA_TCGA-BC-A10U-01A,5.857444348,2.880759426,4.075548859,4.798146162,4.793819196,1.430207201,4.070699391,1.524616947,3.242170917,1.889254102,5.790726429,1.477309101,1.980147366,2.846257606,5.67873902,4.815270991
TCGA_TCGA-BC-A10W-01A,6.419052541,3.846459347,5.547174395,4.971721177,4.404349795,2.772887836,5.722750922,1.225710017,4.052243861,2.594784635,4.350672657,1.509332951,3.180014549,3.43527986,6.812562576,2.981408263
TCGA_TCGA-BC-A10X-01A,5.551103815,2.596868654,3.404839279,3.607826171,5.618313038,1.458711152,3.775413759,1.368899205,2.556134871,1.453087858,5.646199524,1.218478378,2.448706307,2.303781792,4.742734893,4.050371584
TCGA_TCGA-BC-A10Y-01A,5.65798463,3.189351761,3.559139769,4.885667575,4.454137425,1.070080906,5.387243222,1.596161619,2.748515329,2.817613598,3.211990464,2.114370802,1.985975344,2.705562742,7.069157544,2.008913158
TCGA_TCGA-BC-A10Z-01A,6.05550492,3.038624748,3.702733434,4.003787503,5.865036953,2.352279122,5.362540518,1.312946407,2.823544647,1.71104823,5.463023524,1.386655212,1.752827168,2.540011646,5.689212151,5.055595972
TCGA_TCGA-BC-A110-01A,5.58476114,2.206616737,3.06407443,3.878443854,5.696076261,1.321533292,3.438180876,1.373575441,2.151372797,1.400071091,6.087223282,1.225969782,1.681860166,1.817547508,5.46867597,3.992747387
TCGA_TCGA-BC-A112-01A,6.157753451,3.058716707,4.031843318,5.041918801,3.761013427,1.16280113,5.340253737,1.549150628,4.326932308,2.324762269,5.997860499,1.329437783,2.621794255,3.606496524,6.756631893,3.756766227
TCGA_TCGA-BC-A216-01A,5.674663508,2.828425155,3.965868108,3.86237975,5.966749493,1.544579446,5.295595647,1.417794574,3.28949749,2.891892791,5.210254073,1.931793057,2.760960711,3.213931189,5.595296382,2.787825948
TCGA_TCGA-BC-A217-01A,5.702683999,3.463242428,3.715051213,4.663355122,5.14994309,1.172323331,5.072055271,1.593301375,3.396777987,2.150576864,3.984206464,2.011119021,2.186854222,2.555971356,7.6337087,2.623862522
TCGA_TCGA-BC-A3KF-01A,5.699853909,2.408614027,3.273795998,4.27185916,4.609664379,1.958833217,4.539097095,1.653877779,3.202880828,2.365326222,5.814412383,1.295534805,1.722057137,2.658055665,5.335293845,4.023045606
TCGA_TCGA-BC-A3KG-01A,6.036846096,3.400262934,3.767217408,4.131030145,5.719512142,3.551460309,6.186714324,2.100872437,3.654816764,3.861570291,4.834506274,3.009358501,3.083477869,3.471370356,5.455381575,2.734062303
TCGA_TCGA-BC-A5W4-01A,5.080076311,2.457173488,3.183247382,5.157767997,5.09994257,1.058231536,3.345958816,1.44013445,3.779278985,2.156955447,5.414219223,1.338698735,1.482442179,2.517634038,5.786395164,5.297154681
TCGA_TCGA-BC-A69H-01A,5.161847621,2.192073986,2.844959553,6.083755589,3.937290656,1.058231536,3.941166801,1.575615525,3.678755061,2.156871579,5.542112714,2.331133366,1.465896139,2.096553154,8.183008593,4.27635836
TCGA_TCGA-BC-A69I-01A,5.279158838,2.414909757,3.609964618,4.458495261,5.513841182,1.072082608,3.004543925,1.155413778,2.59625404,1.33132634,6.246819517,1.15765306,1.859100433,1.903565197,5.395201483,4.793115549
TCGA_TCGA-BC-A8YO-01A,6.187575046,3.965098189,4.129566049,4.690275535,5.086981241,1.087817339,6.06353418,1.482616452,4.332545395,3.01134288,4.303201484,2.04856764,3.356053024,3.709540866,6.372669606,3.668514549
TCGA_TCGA-BD-A2L6-01A,4.715888523,2.409297294,2.909796924,3.921141047,4.7092284,1.058231536,4.039213792,1.445252557,2.541043976,2.777207503,4.113138765,1.234763167,1.93307437,2.02969377,5.564687538,4.729064553
TCGA_TCGA-BD-A3EP-01A,5.684932904,2.710126962,3.232157862,4.721451097,4.655028222,1.161759392,4.881972606,1.712337929,3.016661016,2.191429031,6.184940706,1.290189288,2.185273972,2.618891041,5.639824873,5.288890708
TCGA_TCGA-BD-A3ER-01A,5.239938779,2.818336924,2.709753271,3.825634308,4.373511579,1.058231536,3.914906327,1.189222269,2.947763568,1.686464492,6.108999051,1.177715026,1.759633231,2.460513768,5.229447759,4.228773139
TCGA_TCGA-BW-A5NO-01A,5.402084639,2.738963793,3.3716654,4.364114805,4.652296449,1.058231536,3.820160571,1.425357913,2.50216744,1.933433876,5.686222411,1.622890412,1.575447911,2.315662012,7.256342447,4.159305629
TCGA_TCGA-BW-A5NP-01A,6.210848262,2.5980224,3.41563819,4.934470086,4.804723672,1.186140117,4.71277344,1.654993499,4.286770406,2.771206305,5.361219139,2.071783865,2.189479067,3.581648433,6.068398784,3.445858442
TCGA_TCGA-BW-A5NQ-01A,6.211241701,3.326146375,4.303174865,5.28574134,3.654622447,1.072492692,5.422613942,1.568965038,3.639679263,2.945688214,5.632547115,1.903567381,2.037718988,2.991757796,6.734545949,3.495584556
TCGA_TCGA-CC-5258-01A,5.373865164,2.752856046,4.163399172,4.387021934,5.031270519,2.183066847,5.357501706,1.523204003,5.251858375,2.742835582,4.053134923,2.984107668,2.424606509,3.865790613,6.192075039,3.177068588
TCGA_TCGA-CC-5259-01A,3.835682068,1.959931592,2.058689545,2.950551907,3.838651855,1.310069006,2.001879495,1.1312301,2.28166972,1.28610876,5.221506907,1.191120267,1.29022021,1.70214637,4.289732957,4.832108744
TCGA_TCGA-CC-5260-01A,6.224112224,3.53559041,4.955855486,5.339362272,3.937268214,1.058231536,6.139222937,1.726734504,4.622368942,3.014932636,4.639414901,1.578449749,3.567038934,4.038266294,6.762700023,3.517131724
TCGA_TCGA-CC-5261-01A,6.052535719,3.409685365,3.795707064,4.45840051,4.85605039,4.026488538,6.595534691,2.00052792,4.672603052,4.161477778,5.441038823,2.461800163,2.936582611,4.245511837,6.818475117,3.731324594
TCGA_TCGA-CC-5262-01A,5.441157348,2.439766238,3.812754317,4.333233517,4.073436446,1.073204173,4.19865083,1.353726289,3.056419593,1.956325838,6.376355425,1.162810818,1.904634384,2.340301307,6.030404317,5.142443867
TCGA_TCGA-CC-5263-01A,6.232068738,3.525864487,4.318635358,4.843996739,5.004230066,1.263619182,6.983141489,2.17342569,5.112336793,3.282100942,4.32158167,3.11328967,3.221396198,4.329646242,7.616261888,3.680453476
TCGA_TCGA-CC-5264-01A,6.452444783,3.330833196,3.980980518,5.18171314,4.813538052,1.06992045,6.193658057,1.761704214,3.872036717,3.765920982,3.922717216,2.586615386,2.375444052,2.81214199,7.054737379,3.247056127
TCGA_TCGA-CC-A123-01A,3.926421831,2.078729759,2.896640049,4.41278445,3.759111052,1.405376109,2.621300478,1.154641628,3.811293128,1.720492766,5.48598676,1.619177657,1.657935527,2.170265397,7.5559176,6.300123188
TCGA_TCGA-CC-A1HT-01A,7.124588266,3.941219186,4.603075662,5.203119792,4.082901385,1.378946159,5.620489583,2.146019398,4.196447538,3.09364596,4.584298318,1.611060309,3.076726697,3.823137615,7.511517351,3.739681976
TCGA_TCGA-CC-A3M9-01A,5.683503862,3.274259564,3.792246588,4.370102881,3.337402132,1.1756877,6.654028008,2.200733262,3.68387989,2.574561889,4.830229886,1.732098022,2.504381218,3.134973612,7.751227696,4.734204526
TCGA_TCGA-CC-A3MA-01A,6.06782752,2.968553977,4.213376424,5.042969918,4.686701965,2.220468558,5.388592133,2.3066029,4.249357103,5.347481987,5.593412865,1.504262107,3.18428693,4.117282806,6.321247194,3.407807231
TCGA_TCGA-CC-A3MB-01A,5.923714079,2.908850306,3.253833358,5.220674005,6.37985949,1.079818186,5.425751658,1.141610513,3.5339656,2.483286596,3.860069864,1.244612925,2.078972204,3.237494611,6.526668468,3.112855905
TCGA_TCGA-CC-A3MC-01A,6.011551696,2.589212581,3.129478852,4.490700413,4.035337762,1.084630282,4.848314117,1.440432685,3.200973839,2.041892289,6.184174192,1.254162347,1.895172905,2.418263593,5.054168937,4.178284291
TCGA_TCGA-CC-A5UC-01A,5.842671036,2.363146533,3.341094876,4.056903044,5.372857335,2.290069532,4.458059465,1.473231413,4.212030296,2.698003834,4.325529356,1.954663232,1.618961597,2.81204473,6.758526324,3.249300509
TCGA_TCGA-CC-A5UD-01A,6.314653741,3.160753797,4.227490757,5.023725201,5.074328812,1.167451878,4.310699186,1.654193108,4.09458895,2.623767858,4.562009936,1.395181209,2.510060417,3.1712106,7.444230331,3.593583064
TCGA_TCGA-CC-A5UE-01A,5.878394938,2.886912576,4.439282862,5.377754052,5.269974563,1.863865727,4.385898598,1.594277599,4.116066818,2.413774677,4.828857029,1.468313958,2.20882913,3.097938468,7.040811173,3.748029172
TCGA_TCGA-CC-A7IE-01A,5.224422601,2.405878113,3.402828173,4.334202859,3.754970583,1.205762521,4.335779407,1.477426721,3.897361167,2.41150902,4.124667924,1.710855847,1.734610325,3.140696161,5.966431593,2.419179134
TCGA_TCGA-CC-A7IF-01A,5.212739977,2.030010319,2.760055695,4.259685388,4.108849101,1.854167384,4.442821776,1.156439856,3.014603692,2.473961278,5.17764046,1.182557307,1.711433304,2.916273413,5.834752479,3.907365904
TCGA_TCGA-CC-A7IG-01A,5.118961693,2.67453363,3.51323412,5.32096955,4.503033877,2.626311671,5.3110107,1.528658752,4.378100475,2.198423572,3.583849837,1.733342018,1.575598557,2.505911554,7.569359418,3.473784097
TCGA_TCGA-CC-A7IH-01A,5.292300195,2.850793389,3.006994769,4.362648267,5.658953538,1.162800422,3.8917533,1.423777539,3.830955988,2.234878169,5.639381186,1.557808304,2.458755739,2.882228806,4.749355936,5.283233538
TCGA_TCGA-CC-A7II-01A,5.575749849,2.402840436,3.962507419,5.563763012,3.72208682,2.849066568,6.468727014,2.053421262,4.599106122,3.240014681,7.038308686,2.102801136,1.787196807,2.555178514,7.65296807,5.922155334
TCGA_TCGA-CC-A7IJ-01A,6.512171203,3.102476433,4.025195397,5.710721153,4.254657749,2.991307816,6.949609685,3.252970538,4.318615183,3.760329886,5.133397681,2.40071262,2.737912437,3.330408346,8.076902383,3.470845661
TCGA_TCGA-CC-A7IK-01A,5.597684084,3.746788042,4.160009873,4.603681542,4.007844304,1.058231536,4.563819585,1.751721285,4.1461161,2.657143282,4.576950041,1.407349135,2.629327196,3.57873803,6.05212112,3.930539179
TCGA_TCGA-CC-A7IL-01A,5.921155845,2.507870528,2.958073584,4.590503026,4.627803008,1.094679491,3.358913829,1.237396427,2.326237409,1.971987584,5.172507457,1.105693542,1.593396132,1.97072949,5.583598768,4.890446989
TCGA_TCGA-CC-A8HS-01A,6.697659187,3.031230167,3.158758445,4.634591973,5.723166757,3.787268534,6.341346745,1.510637269,5.178194092,4.591908371,2.972848198,3.429640777,2.47676333,4.125656887,6.812986956,4.034785479
TCGA_TCGA-CC-A8HT-01A,5.78123723,2.804303997,3.570953076,4.891939025,4.400049006,1.058231536,5.327164623,1.433837509,3.654617267,3.154283811,6.076799909,1.710097591,2.276092809,3.286443987,6.095978254,3.20270221
TCGA_TCGA-CC-A8HU-01A,5.875189927,2.347612356,3.83225455,5.884095384,4.267650118,3.21229037,5.970052039,1.318936758,4.051725885,2.86481,4.0544167,2.045222217,1.878902678,3.083758223,7.378480265,3.046613979
TCGA_TCGA-CC-A8HV-01A,5.188716722,2.827918834,3.42361743,4.916498123,5.758287381,2.79402631,5.416562051,1.097326743,4.491733008,2.797852701,4.123903346,1.844015523,2.014950839,3.463217498,5.676932869,3.00248595
TCGA_TCGA-CC-A9FS-01A,5.63191682,2.334190558,2.688257769,4.277906155,5.163101679,1.093665589,4.777114456,1.25426058,3.457179519,1.863327684,6.865879938,1.293360824,1.598118353,2.96465155,5.159723883,4.63288931
TCGA_TCGA-CC-A9FU-01A,5.521300513,2.452801652,3.919649209,5.451536763,4.48215191,3.162394246,5.283149348,2.269882465,4.936216709,4.100191569,5.790684955,2.964609062,2.124058456,3.921161724,7.260760652,4.961209045
TCGA_TCGA-CC-A9FV-01A,5.400619228,3.041387736,3.60596572,4.084140567,3.252757902,1.795315468,4.443865084,2.016802366,3.149693971,2.604360906,3.29257598,1.570083009,2.478624996,2.669492008,5.522337976,2.710360331
TCGA_TCGA-CC-A9FW-01A,6.053694787,2.389884279,3.838222712,5.193279834,4.63475483,1.082708658,4.624285504,1.373590692,3.873196535,3.129148069,4.544184013,1.600216277,1.969926528,2.975589252,6.56753758,4.087779392
TCGA_TCGA-DD-A113-01A,5.580785893,2.953529134,3.582171383,4.443292237,4.329580009,3.172546083,5.094482007,1.151016553,3.636651197,2.08017574,3.479462391,1.585927271,2.080234498,3.172141926,5.553977452,3.351599847
TCGA_TCGA-DD-A114-01A,5.88561437,3.41812741,4.026554486,5.040152913,3.739646329,2.180576707,7.222519808,1.936113154,3.80498613,2.800785965,4.308385009,1.913347948,2.937508309,3.373570515,7.054456017,3.986774391
TCGA_TCGA-DD-A115-01A,5.643326774,2.727310105,3.141364769,4.329212242,5.27755113,1.304003557,4.463174431,1.314941585,2.66609284,1.872505828,5.489253377,1.525145076,2.067721178,2.338720204,5.644920422,5.124043874
TCGA_TCGA-DD-A116-01A,5.65926076,2.233921814,3.773250512,5.215832838,4.688488786,1.058231536,3.52989628,1.14587009,2.88510495,1.458795672,5.966307129,1.153224255,1.435022147,2.062518589,6.304858855,4.860247846
TCGA_TCGA-DD-A118-01A,5.831512343,2.759019884,3.274476335,4.051900002,4.111300078,1.319572019,4.167503283,1.331894708,4.315097489,1.740590199,6.115479091,1.663501663,2.233593405,2.76482645,5.414061503,4.702594331
TCGA_TCGA-DD-A119-01A,4.972002715,2.507851671,2.944036796,4.595061029,3.74126677,1.100233362,2.872275774,1.339193915,2.511974423,1.388003023,4.789149778,1.157461334,1.428591225,1.867331901,5.623261933,4.332438913
TCGA_TCGA-DD-A11A-01A,6.303564571,3.572423965,3.699910516,5.235086447,4.498206541,1.116462263,3.99796141,1.16640132,3.624803703,1.6051496,5.967503779,1.723551388,1.735847974,2.974865514,5.930556041,4.558306638
TCGA_TCGA-DD-A11B-01A,5.591879093,3.182767175,2.777241187,3.896671444,4.947327942,1.09392752,3.759102816,1.571985834,3.015740499,2.217123417,5.446545092,1.571529127,1.925150821,2.904576935,5.437566587,4.713873205
TCGA_TCGA-DD-A11C-01A,6.058308867,3.160366868,3.062611067,4.396763004,4.407760484,1.089429991,4.710270562,1.320660811,3.222565482,2.329043762,4.512229079,1.768770337,2.139531496,2.778287598,6.339162047,2.640422158
TCGA_TCGA-DD-A11D-01A,5.631446553,2.675199898,3.144808906,4.32333905,5.766261034,1.08237965,3.695033836,1.216763879,2.264194544,1.645958309,5.352834264,1.149719653,1.914820786,2.391782428,4.861947599,4.545413102
TCGA_TCGA-DD-A1EA-01A,6.212104809,3.390937454,3.584655353,4.363346442,3.932881041,1.074381448,4.367103094,1.232143337,3.471309189,2.203118922,5.719842941,1.246231821,2.588441545,3.106512634,5.654417783,5.312333826
TCGA_TCGA-DD-A1EB-01A,6.187071006,2.820877762,3.37981945,3.833234532,4.515925475,1.058231536,4.117193473,1.426000264,2.142868631,1.566663833,6.096415185,1.258713602,1.714524427,2.416476428,5.719056634,4.382914097
TCGA_TCGA-DD-A1EC-01A,5.594689947,3.016228233,3.929935838,4.855104293,4.697226,1.543193247,5.154930488,1.388739539,3.485559582,1.47183792,5.745123973,1.335811576,2.569526216,2.970909267,5.616742143,3.115386658
TCGA_TCGA-DD-A1ED-01A,5.174767731,2.554662706,3.314663173,3.244561971,4.606955948,1.167979791,3.216156194,1.293025654,2.212956074,1.376606471,4.635304796,1.146450948,1.955681427,2.27715886,4.842347475,4.063204024
TCGA_TCGA-DD-A1EE-01A,6.122204089,3.068700269,4.039918078,4.86705762,5.411314051,1.081294639,4.416842574,1.158557758,3.230008766,1.972835684,6.83588299,1.214728639,2.447869716,2.944427285,4.97319924,5.140008968
TCGA_TCGA-DD-A1EF-01A,5.673970872,3.251627848,3.619354069,4.478627149,4.536608956,1.058231536,5.273374056,1.334212546,5.334695738,2.621570133,4.077450024,1.989900748,2.947614246,3.910076578,6.068124413,2.935467604
TCGA_TCGA-DD-A1EG-01A,5.543794365,2.802836598,2.785230702,4.388731991,4.553172941,1.100124101,4.440936042,1.312459729,3.217771124,2.100673611,6.01681202,1.298778745,1.661941293,2.506830473,5.666277937,5.203759637
TCGA_TCGA-DD-A1EH-01A,5.517186952,3.110689624,3.258681719,4.253058566,5.860711685,1.117677347,4.622037911,1.377371492,4.53548928,3.128624187,5.356559601,2.265505997,2.903024638,4.09496554,6.19366473,3.655998285
TCGA_TCGA-DD-A1EI-01A,6.234086297,2.93380447,3.640803311,4.394965382,5.510511726,2.074956078,4.983745332,1.549165646,3.73705442,2.045702969,3.789023055,1.604255676,2.212063529,3.129081635,5.846421536,3.485028761
TCGA_TCGA-DD-A1EJ-01A,5.460869056,3.028293778,4.107283387,4.886435831,4.948305923,2.81260334,5.340616086,1.447350369,4.555772329,2.865478524,3.296576334,2.527895091,2.293852856,3.145120771,6.594820197,3.534838121
TCGA_TCGA-DD-A1EK-01A,5.204704902,2.477901864,3.000608233,3.433316225,4.602778737,1.086760704,3.988460151,1.177015658,2.320988355,1.766303045,5.130421887,1.417676297,1.899315331,2.401744159,4.864913621,4.649329827
TCGA_TCGA-DD-A1EL-01A,5.828363469,4.074098789,3.646664139,4.43827142,4.890138215,1.110678677,4.613892306,1.960317455,4.256989108,2.550688968,5.828450753,1.723590922,1.791452102,3.459373751,6.434339294,3.230009009
TCGA_TCGA-DD-A39V-01A,4.700705655,2.62501627,3.214157278,5.25619213,3.411444019,1.134745112,3.046195655,1.214696271,3.295972757,1.194011424,5.942064722,1.208172742,1.706012011,1.831049067,6.640146177,5.525294474
TCGA_TCGA-DD-A39W-01A,5.16391245,2.710357723,3.902720237,4.351944198,3.525289889,1.058231536,4.212892077,1.196159259,3.407673635,2.375249425,5.925442254,1.221157709,2.405803076,2.482720714,5.182626237,5.108227909
TCGA_TCGA-DD-A39X-01A,5.427854779,2.134979242,3.589757212,4.64058115,3.529948111,1.090169446,2.924939984,1.374804919,2.921514457,1.730628235,5.567395069,1.196711448,1.573322637,2.297288886,5.662019906,4.826595439
TCGA_TCGA-DD-A39Y-01A,5.825193139,2.678630427,4.515211403,5.540981295,3.715397774,1.058231536,4.470825142,1.418212783,2.724729026,1.759438982,5.580897899,1.190235167,1.433159444,2.176003187,6.722302156,5.02306605
TCGA_TCGA-DD-A39Z-01A,4.76659847,2.103078993,3.498211022,4.899102428,5.253825211,1.073793508,3.050721635,1.11345161,2.754815895,1.512346899,5.82022128,1.193514057,1.563704886,2.041577105,5.725352514,4.868841482
TCGA_TCGA-DD-A3A1-01A,5.568914617,3.218630399,4.119020864,4.431807769,5.140572559,1.099438768,3.232777538,1.086633682,2.643413421,1.354937711,5.257394143,1.145040361,1.54654026,1.763979104,6.911646788,4.511465905
TCGA_TCGA-DD-A3A2-01A,4.862953489,2.318073417,2.817001349,3.706446792,4.114976317,1.058231536,2.604293052,1.333173941,1.780151877,1.337512689,4.776882354,1.131716657,1.542803032,1.940360547,4.122176792,4.245335433
TCGA_TCGA-DD-A3A3-01A,4.783910031,1.948435524,3.199562362,4.125483756,3.676115457,1.153036154,2.935214102,1.167987922,2.421394977,1.36818963,4.96903115,1.158347493,1.194389637,1.450580471,5.289197973,4.042729855
TCGA_TCGA-DD-A3A4-01A,5.404039204,2.44702556,3.1109689,3.567703386,5.748917377,1.071532249,3.539524793,1.375924058,2.258966258,1.334115604,6.040467843,1.111572908,1.662344975,1.936980941,5.318992413,4.166579542
TCGA_TCGA-DD-A3A5-01A,5.090026146,2.433129824,2.974541785,5.023893894,3.728982708,1.058231536,4.113937918,1.276362921,2.401953688,1.704013109,5.107576985,1.637579039,1.403395838,1.908147448,6.223844654,4.524204566
TCGA_TCGA-DD-A3A6-01A,3.6292588,1.966240521,2.81772555,3.048169044,2.448424827,1.105022683,2.509344887,1.257627457,2.42605388,1.934909022,5.781884843,1.429088842,1.702244737,1.732090561,4.147725809,4.622727288
TCGA_TCGA-DD-A3A7-01A,4.844978845,1.912060373,2.929906973,5.530505925,2.774728965,1.058231536,2.688909516,1.068964704,2.771875506,1.380830148,4.895985431,1.146419159,1.449669849,1.651228471,6.164437943,4.672340812
TCGA_TCGA-DD-A3A8-01A,4.318407178,2.334237397,3.009912997,4.155809846,4.608943885,1.058231536,3.356462122,1.115090737,2.840574475,1.67355176,5.358189276,1.170939045,1.672484208,1.796334701,4.835710315,4.83106712
TCGA_TCGA-DD-A3A9-01A,4.847921108,2.385041803,2.547354655,4.990013604,5.774870846,1.247833749,3.58826045,1.582373193,3.870252847,1.601844129,5.702500197,1.38962045,1.561849653,2.236743917,6.741037299,4.548234102
TCGA_TCGA-DD-A4NA-01A,6.102552376,3.456227012,4.454434361,5.061451671,3.988413248,1.172228814,5.257878442,2.257274205,4.237886558,1.758073646,2.434261716,1.56933343,3.88915526,4.805360538,5.916158708,2.095655686
TCGA_TCGA-DD-A4NB-01A,5.200512624,3.106395539,3.341525452,3.463663852,4.09331431,1.111733937,4.29108402,1.49139584,2.912070143,1.755233756,5.478866748,1.44228411,2.443703202,2.703426604,4.695054797,4.061225968
TCGA_TCGA-DD-A4ND-01A,5.448145537,2.885923074,3.400104474,4.198861548,5.240291613,1.483686751,5.332373341,1.762001273,3.797538787,2.700700638,3.18143494,1.825421473,2.612713468,3.322023523,5.390878133,3.170268463
TCGA_TCGA-DD-A4NE-01A,6.043973081,2.897679565,3.406489119,4.149945414,5.063986401,1.180483286,5.309521124,1.575301338,3.315190628,2.645935134,3.066669693,1.602032448,2.646907255,2.947728978,5.644234285,2.579343685
TCGA_TCGA-DD-A4NF-01A,5.497855727,3.115151333,3.724773136,3.811892003,4.759383538,1.112340544,3.668983419,1.315461949,3.630212885,1.521199922,5.587550887,1.27115204,2.443765586,2.741798304,4.54596517,4.730131495
