,METTL3,METTL14,METTL16,RBM15,RBM15B,WTAP,KIAA1429,CBLL1,ZC3H13,YTHDC1,YTHDC2,YTHDF1,YTHDF2,YTHDF3,IGF2BP1,IGF2BP2,IGF2BP3,HNRNPA2B1,HNRNPC,RBMX,FMR1,LRPPRC,ELAVL1,ALKBH5,FTO,Type
TCGA-CG-4301-01A-01R-1157-13,3.76400213,3.889682825,3.387213769,3.886211625,4.41982538,5.439497146,4.873583392,4.791060756,4.976266017,5.464193498,4.200168468,7.508547499,6.091186126,6.819256875,0.68635225,5.690583594,0.825192556,8.233078445,6.967083279,6.812405808,4.865380425,6.057466952,5.280406664,5.188029254,3.908336413,Tumor
TCGA-BR-8487-01A-11R-2402-13,3.703692101,3.381425697,3.680172427,3.996769257,5.350223887,5.318460742,3.655219003,4.837086955,5.210623813,5.391341212,3.797216394,5.871367352,6.473921468,5.171208029,0.291048768,1.597994002,2.717934536,8.356613068,7.410804933,6.760015973,4.162279333,5.815231877,5.832854326,5.597523154,2.765806075,Tumor
TCGA-RD-A8N9-01A-12R-A39E-31,4.684794618,3.802224242,4.152610971,3.906418276,5.903146275,5.486872662,4.954363839,4.686829928,6.334843367,5.126979875,4.290992729,5.939596374,6.017449393,6.141841475,0.136531187,4.802727794,0.322397068,8.313393252,6.988393846,6.701806856,5.156445968,6.26733953,5.356397035,6.528892882,4.232002185,Tumor
TCGA-BR-6454-01A-11R-1802-13,3.255559195,3.325751216,3.472048397,4.121036129,5.691720073,5.391218151,3.85915159,4.146034417,4.785525966,5.003520835,3.013236592,7.467927472,6.002473228,5.237991553,3.121035134,4.795349287,4.159885057,7.989530744,7.056435046,6.684249288,4.520629051,5.508754743,5.283245073,5.580264322,3.809610975,Tumor
TCGA-D7-8578-01A-21R-2343-13,3.535123555,3.615538714,4.285573113,4.278427156,5.557233005,5.496806812,4.525346031,4.792523265,5.90509621,5.048969817,3.460780563,7.500480215,5.982066302,5.995087836,4.741712898,5.83299024,3.758578214,8.153368612,6.774955694,6.189333168,4.259844178,5.934443846,5.488057025,6.57946985,4.82291315,Tumor
TCGA-CD-A486-01A-11R-A24K-31,4.257556053,3.609957029,3.398380198,3.696176365,5.919308854,5.224791611,5.309910666,4.941289924,5.271036039,5.154779232,3.279567125,6.74070229,6.005090036,5.922886913,3.889971877,5.871146029,3.536924472,8.828837188,7.166972472,6.550067674,4.389896474,5.887509187,5.0688002,5.864990648,2.878793797,Tumor
TCGA-CG-5734-01A-11R-1602-13,2.347233633,1.973221851,2.304552219,3.032737922,4.434382031,4.265691926,2.882730489,3.202263492,4.276599393,3.76182246,2.209726282,5.742323181,4.769982734,4.809308965,0.428476354,4.242504189,0.844573902,6.960701672,6.227544517,5.600360454,2.949870682,4.55281724,4.326673242,4.957939297,2.443055989,Tumor
TCGA-CG-4469-01A-01R-1157-13,4.959769228,4.245011083,3.263073629,4.330769913,5.889544118,5.270862667,5.609195289,6.128206777,6.11959792,5.904885781,4.752188743,6.810007299,6.816017238,7.14317196,2.802018842,5.851717814,4.064062827,8.654513233,7.394554441,7.885522507,6.24716914,7.121657838,5.625009752,4.711845475,3.688306827,Tumor
TCGA-CG-5722-01A-21R-1602-13,3.256752691,3.514286409,4.559769557,3.601385127,5.5088799,5.058961061,3.832725993,4.288000428,4.829262014,5.050516934,3.011576502,6.043304692,6.044200217,5.438362389,0.229273633,3.99945077,0.36259624,8.044607775,7.307251821,6.884023952,3.324908076,5.111272994,6.070341237,5.524842464,3.80902542,Tumor
TCGA-IN-A7NU-01A-22R-A354-31,3.12062383,2.31773386,3.268276581,3.466456153,5.515004654,5.495595398,3.739612674,4.284495626,5.514337859,4.91550895,3.61519027,6.782569758,6.159053511,5.220920766,0.519909702,7.032379699,3.38600524,8.010688101,6.854468237,6.909865489,4.051448672,5.259340665,5.347943398,5.162632205,3.80186741,Tumor
TCGA-D7-8575-01A-11R-2343-13,3.809953553,3.460821183,4.709231074,5.031397402,6.026652021,5.327353595,4.841876534,3.83869466,5.506699996,5.191242051,4.171064281,6.830821935,5.84596694,5.737747323,3.318783924,6.673717531,5.341441789,8.445871515,7.233492177,6.632404916,4.729590292,6.38809704,5.543493409,6.339560323,3.494992829,Tumor
TCGA-VQ-A91N-01A-11R-A414-31,4.943857112,3.6292412,4.022030405,4.510636011,6.119719503,5.90911928,6.475507445,4.927805927,5.803726106,5.164220302,4.121444,7.025878166,6.441414424,6.385130905,1.729941207,5.676474194,2.001260004,8.56017346,7.336108397,6.895130515,4.407623316,7.488342278,5.628328005,6.410365706,3.32972567,Tumor
TCGA-R5-A7O7-01A-11R-A33Y-31,4.305661235,3.008823715,3.870261138,4.072846685,4.705588708,5.806102583,4.564828712,4.407129735,5.645749206,4.713067798,2.742660343,6.773471565,6.181145497,5.485672515,1.408450468,5.359094863,1.538878312,8.9809938,7.420546404,6.836671496,4.112137122,6.435649261,5.318175458,5.597868428,3.499682638,Tumor
TCGA-D7-6526-01A-11R-1802-13,4.128023613,3.003780854,3.514117209,4.177900257,6.065005255,4.698167905,5.429368911,5.352590464,5.024790837,5.098404819,2.939389648,6.57191825,6.590625072,5.364780768,5.314128761,5.893626988,4.282041637,8.314201647,7.212952528,7.013331607,4.712539106,6.521205617,5.543247164,5.622002149,3.192626278,Tumor
TCGA-IN-A6RS-01A-12R-A354-31,4.175663515,3.040020239,3.684559568,4.057076769,4.864446178,6.056918153,4.313250206,4.280754441,5.477962212,4.726328256,3.003800459,6.786463063,6.122065326,6.042817661,1.139394837,4.997383194,0.44707894,8.688659102,7.039302925,6.613966076,3.785342345,7.012645767,5.537831542,4.89279309,3.329902298,Tumor
TCGA-CD-5798-01A-11R-1602-13,3.199816332,3.228989495,3.504601326,2.796363723,5.526340231,5.135994873,3.575769757,3.999026754,5.176778331,4.511501563,2.617142355,5.468457222,5.887307388,5.387475247,0.050145572,5.043512057,1.321373416,7.342360067,6.996450891,6.199000894,3.568300912,4.917147676,5.15690744,5.699187439,3.608532502,Tumor
TCGA-D7-6528-01A-11R-1802-13,4.753948911,2.579372543,3.345757572,4.252298326,5.79382307,5.860493324,5.085888172,5.527442913,4.834746605,4.575845981,3.713895931,7.248392518,6.381569772,6.145558041,0.276667575,5.64085515,2.885209838,8.379825836,7.353254472,6.93257265,5.311366875,6.347932594,5.85647533,5.679098167,3.186103699,Tumor
TCGA-VQ-A8PP-01A-21R-A414-31,4.528611324,3.919520289,4.227449212,4.520760409,6.246262898,5.743744646,5.360543724,5.176950224,6.637328977,5.750867742,4.483291476,6.718258866,6.728691954,6.981711116,0.237672742,4.761287933,0.209362777,8.574551523,7.335251885,6.756428226,5.136249227,6.158196031,5.791515606,6.682006934,4.43931728,Tumor
TCGA-B7-5818-01A-11R-1602-13,3.782921176,2.9335902,3.119569328,3.837700082,5.940674659,5.474368547,3.609615508,4.557207268,5.199401839,4.840094078,2.643593018,6.236242517,6.123605573,5.047755178,0.028809355,6.661980417,3.152192182,8.464500825,7.527484044,6.73298684,3.691103079,4.965829065,5.552693072,5.525925548,3.740747347,Tumor
TCGA-CG-4437-01A-01R-1802-13,3.5337253,2.615048985,2.89388502,3.754811625,5.301850263,4.456338314,3.632377577,4.025135132,4.277243874,4.089542217,3.320295772,5.945829128,5.852115477,5.345623819,0.030292257,3.8290519,1.193388866,7.735191793,7.113958814,6.809069679,3.898383478,4.948774633,5.44623042,4.878360063,2.479685342,Tumor
TCGA-IN-8462-01A-11R-2343-13,2.943927326,2.658405962,3.389049386,3.627004422,5.525770098,5.161629344,3.497533172,3.663790909,5.742582419,4.828253292,3.1439522,5.727527335,6.070844392,5.15793986,1.162692143,5.994229416,3.006313645,7.47606975,6.819641363,6.147783922,3.84986819,5.059385132,5.137707208,5.86308888,3.614410675,Tumor
TCGA-HU-A4H4-01A-21R-A251-31,3.987291757,3.69432306,4.032187261,4.439476201,5.38382696,5.404446419,4.472569002,4.425362621,5.981113539,5.470456822,3.984857268,6.808453271,5.965687563,5.863625552,0.038165865,6.177928353,3.110467984,8.940925787,7.415210218,7.283377326,4.786300997,6.217451564,5.659449669,5.997781596,3.25845817,Tumor
TCGA-BR-6457-01A-21R-1802-13,3.558617855,2.782400387,3.477489532,3.531497495,5.581025489,4.847935791,3.955907913,3.836823963,5.24551848,4.422163018,2.45907982,6.031795252,5.663310744,5.493604426,0.091860852,4.60868921,0.244526036,7.024990024,6.602909789,6.09189063,3.309327989,5.093450314,5.095254381,5.835607591,4.150286708,Tumor
TCGA-BR-6803-01A-11R-1884-13,3.4608107,3.128460199,3.881606871,3.750571134,5.514171507,5.135975589,4.223357674,4.371834133,5.343397873,4.843573884,3.290670779,5.897950222,5.993095311,5.804873931,0.25736841,4.61730201,2.437097475,7.287845332,6.926731258,6.414349688,3.721689821,5.528963819,5.300493505,6.19405556,4.432599357,Tumor
TCGA-CD-5804-01A-12R-2055-13,3.248594644,2.812333923,3.305824931,2.575420771,5.28464479,4.389474575,3.831673588,3.994433999,4.962870563,4.711453608,2.497391889,6.614664943,6.128909929,4.939288178,1.687767078,4.305100849,0.931508108,7.986126464,6.599271965,6.335817829,3.690158929,5.287032283,4.797218469,6.112433449,3.567597771,Tumor
TCGA-D7-8572-01A-11R-2343-13,5.036425087,4.394900281,4.38599558,4.936089964,6.398046926,5.803721974,5.016374634,5.165358063,6.038761436,5.453410904,3.781582134,7.168758351,6.815538285,6.447573577,5.410720658,6.693245791,4.383757507,8.449743763,7.633532928,6.923624611,4.21800615,6.438604415,6.148606737,6.446937847,4.447886613,Tumor
TCGA-BR-8592-01A-11R-2402-13,4.357504149,4.186871326,4.500470654,4.400249635,5.861681236,5.294374091,4.627030112,4.955854456,6.01598477,5.646336358,4.020543982,6.193300425,6.323392769,6.231937309,0.059874028,4.295520269,1.218190952,8.043827313,6.966152413,6.619145342,4.439985428,5.952661351,5.589232863,6.491680562,4.713349944,Tumor
TCGA-D7-6520-01A-11R-1802-13,3.983485262,3.734307506,3.125470258,4.069131574,5.809135808,5.019696578,4.703239712,4.836521033,5.049178548,4.820497086,2.350756626,6.991961673,6.594116005,5.899700349,3.12133193,3.92566813,4.561195365,7.884737715,7.152753325,6.46926394,3.823439596,5.492867115,5.186132864,5.593192737,4.287702777,Tumor
TCGA-BR-6707-01A-11R-1884-13,4.171001011,3.508835542,4.036054894,4.06853926,5.521918229,5.288126708,4.40362358,4.107684522,5.063966653,5.206507652,3.176627717,6.598870453,6.150544445,5.706899882,0,5.868503553,0.09970053,8.636733725,7.909127442,7.177450435,3.773055314,5.882538389,5.712719576,5.817919413,2.977541325,Tumor
TCGA-HU-A4GX-01A-12R-A251-31,4.257728769,4.119865762,4.154004706,4.534546612,5.051638776,5.55136405,3.82475869,5.265540038,5.645785514,5.474266324,4.373499271,6.835367044,6.33700634,5.897984093,0.642335134,5.871776883,2.032474343,8.756320135,7.475978992,6.847312967,4.399549837,6.447502002,5.687559329,5.823776806,3.005194259,Tumor
TCGA-BR-8371-01A-11R-2343-13,4.14433439,4.124831005,4.954006886,3.874435017,5.605109074,5.528790082,4.586788758,4.73895316,6.500230342,5.761935988,3.702645355,6.097070528,6.239771881,5.744160826,0.072996997,3.503451781,0.592493491,7.675101745,7.106822537,6.914711608,4.27006242,5.584294799,5.682654756,6.746254156,4.996400046,Tumor
TCGA-D7-A748-01A-12R-A32D-31,2.925119676,2.862243081,3.208993814,2.604905141,4.679456453,4.675931636,3.90999098,3.670645486,5.129649415,4.29190998,2.973753977,5.632109976,5.389934322,5.743976979,0.632562681,4.76909254,0.485492571,7.542846153,6.629893378,5.958095388,3.5931924,4.996532918,5.06032543,5.070462324,3.834866923,Tumor
TCGA-HU-A4G8-01A-11R-A251-31,5.100788471,4.138660495,4.406824391,5.403623239,5.686293493,5.831470159,4.855815826,5.063361858,6.233899561,5.762200233,4.749226388,6.799881244,6.751228037,6.562855859,0.264599482,4.435795921,3.606972777,9.112522912,7.794140948,7.264602109,4.999885932,7.445317014,5.896004165,6.486522433,4.039126108,Tumor
TCGA-RD-A7BW-01A-11R-A32D-31,3.729066533,3.724429813,4.367763839,3.320331591,5.280069199,5.558595816,4.233803716,4.463138513,6.221964637,5.234544622,3.831128345,6.147501881,5.474161821,5.694102097,0.358859605,4.675078591,3.085368905,7.788410351,6.782568448,6.593960394,4.665306921,5.304432553,5.487211702,6.046617621,4.8898113,Tumor
TCGA-BR-4371-01A-01R-1157-13,4.863531149,4.079594009,4.187845326,4.657838905,5.384969163,5.758964829,5.44290436,5.509798752,5.468436368,5.829863256,4.594921118,6.984902599,6.532330831,7.220825216,3.64631245,5.953808825,2.91725167,8.672461762,7.598295969,7.579655355,5.209464673,7.152130676,5.761013146,5.628856947,3.746973761,Tumor
TCGA-CG-4466-01A-01R-1157-13,4.821532673,3.93147127,4.492945925,4.189726531,5.483552683,6.169307917,4.97792693,5.635103697,5.333638762,5.541313487,3.734609915,7.304131335,6.6886112,6.593998178,0.892720758,5.608602875,4.207092434,8.994763839,7.528536939,7.353984845,4.776484093,7.236541409,5.716190608,5.847594264,3.927781754,Tumor
TCGA-CG-4306-01A-01R-1157-13,4.053508457,3.904437854,3.688268776,4.092315704,5.505325044,5.988448156,4.686019175,5.210931955,4.908452189,5.331636433,4.658800439,6.288816807,6.737581313,6.78388746,0.061646042,5.92134516,0.180777773,8.274306861,7.432586162,6.955041901,4.900982219,6.535811913,5.521585993,5.927150398,4.16190219,Tumor
TCGA-D7-A6EY-01A-21R-A31P-31,4.132011663,3.772931839,4.171684017,4.54379095,6.059801291,5.330299165,5.019679678,5.294783571,6.291583852,5.270752804,3.914584614,6.288940986,6.33780866,6.402504412,0.121003886,5.643687673,0.603377144,8.41372058,7.357480748,6.703823306,4.423725391,6.624068717,5.655395052,6.385556062,3.830109262,Tumor
TCGA-CD-8528-01A-11R-2343-13,4.704813879,3.451407899,3.986429139,4.745482064,6.58367793,5.363113592,4.480841568,5.334204982,4.921356348,4.997535396,3.86893957,6.848512778,6.878840576,6.113728833,0.636139585,6.080826693,3.866247292,8.462685486,7.59406777,7.027837453,4.358390635,7.610953214,5.855389529,6.416051417,4.313578185,Tumor
TCGA-RD-A8N1-01A-12R-A36D-31,4.872702703,3.418021646,4.051515668,4.658479428,5.655729342,5.615378628,4.785945957,4.728889729,6.451097341,5.468986941,4.129103287,6.810518938,6.291214912,5.959071586,0.025768144,6.203617575,0.760741543,8.507299521,7.255448803,6.808876678,3.36958597,6.356417812,5.609758803,6.248155272,3.971134253,Tumor
TCGA-VQ-AA69-01A-11R-A414-31,4.723872513,4.24504456,5.041391941,5.566219996,6.385494024,6.277356592,5.307305016,5.5280177,6.232168583,5.983609297,4.27876166,7.013124996,7.281653745,6.947357576,0.035721573,6.708137563,0.147076501,9.477190587,8.338218033,7.777285566,5.686104922,7.145795637,6.659036868,7.314981655,5.395962489,Tumor
TCGA-VQ-A92D-01A-11R-A414-31,4.11626244,3.009243069,4.08574841,4.751701508,5.042819411,5.033467493,4.242418061,4.855546758,6.47020446,5.206779173,3.767888873,7.526946748,6.43559826,5.717986449,0.246572627,5.845613239,4.331880742,8.025840525,6.835748526,6.445440678,5.245023637,6.432545909,5.066715658,5.889542377,3.741868189,Tumor
TCGA-BR-8289-01A-11R-2343-13,4.701320048,3.527361899,3.800752906,4.234889073,6.249829478,6.078952195,4.695620846,4.563102594,5.832895329,5.38581789,3.368607451,7.751253482,6.639909642,5.856948601,0.087206705,3.42083808,0.602291725,8.337308801,7.611250593,6.983645776,4.407388784,6.565109239,5.828024238,6.638040336,4.121863357,Tumor
TCGA-BR-8295-01A-11R-2343-13,5.32119935,3.481700639,4.398591164,4.512039741,6.048619612,5.581039353,4.359880956,5.586729321,5.941915956,5.399415169,2.821330004,7.264170456,7.440656588,5.725677908,6.57092129,6.474020308,4.980239677,9.041420417,8.021063804,7.032807247,3.716164537,7.355343167,5.805418093,6.329537551,3.022530451,Tumor
TCGA-VQ-A91Q-01A-12R-A414-31,4.18260014,3.466539681,3.871595294,4.382716356,5.784478071,5.19096759,4.776364071,4.16137741,6.276017549,5.34700616,3.724823778,6.326029612,6.233100213,6.380996743,3.052366505,8.136131902,1.758666044,8.429295004,7.416133756,7.051059905,5.786511941,6.584221126,5.225740352,5.94550143,4.468949483,Tumor
TCGA-BR-8296-01A-11R-2343-13,3.398306038,3.316997926,3.720555375,4.191224677,5.579801356,5.175983205,4.546288246,4.576772441,5.726400742,5.230281803,3.889575754,7.036593444,6.197112088,5.391934027,1.96743941,6.37015399,2.5828645,8.345256201,6.535607897,6.301494183,4.162731291,5.728066078,5.529574543,5.842993788,3.823148112,Tumor
TCGA-CD-8533-01A-11R-2343-13,4.252468645,3.404061395,4.55243794,5.133327605,6.269404248,5.471374452,4.957906707,5.099628063,7.217936378,5.633264378,2.901542917,7.338276429,6.567733743,6.746615088,2.885079781,5.792572979,6.346220821,9.223162834,7.473830737,7.385004723,5.352177291,6.993444536,7.343020446,6.468093057,4.758186431,Tumor
TCGA-CG-4477-01A-01R-1157-13,3.391440685,3.735383533,3.711900126,3.941808702,5.165799412,6.391227433,4.541495015,5.345700453,5.13886811,5.488760172,4.143901114,6.100019737,5.820707683,6.663226478,0.405735047,5.507943341,2.985876174,8.096853752,7.169617394,6.921776684,5.358401889,6.495915291,5.559540759,5.623974036,3.957411332,Tumor
TCGA-VQ-A8P3-01A-11R-A36D-31,3.446206198,3.456169935,4.488006557,4.092080554,5.334440275,5.808252978,3.889152259,4.551348052,5.922957538,5.308943288,3.922699279,6.284254635,6.520194197,5.592033585,0.096096035,5.405335512,2.156172655,8.768640224,7.446081673,6.882649162,3.92881846,6.265494094,5.010042641,5.74742514,3.303240677,Tumor
TCGA-RD-A8N0-01A-12R-A36D-31,4.054515108,3.73978223,3.880159477,4.006749525,5.026908921,5.295341732,4.352311497,4.403211813,5.850630926,5.40158644,4.287892601,5.565561535,5.990892252,5.768650941,0.512102766,4.760699991,0.602687666,8.125275006,6.657294294,6.558363464,4.282222569,5.65869449,4.821844377,5.396185614,3.731941326,Tumor
TCGA-BR-7722-01A-31R-2203-13,4.199753997,3.504457683,4.227677163,3.394404248,5.734493132,4.637037506,3.975092698,4.348006449,6.30050705,5.764723002,3.867957728,6.334341407,6.507662255,5.028663296,0.17643346,6.894329104,0.083613202,7.93576617,6.965530348,6.40240703,3.850425402,5.199194901,5.621579241,5.929568264,3.716715494,Tumor
TCGA-CG-4441-01A-01R-1802-13,4.097847575,3.304071595,4.015441369,4.149548786,6.303222372,5.481255342,4.314273805,4.799808991,4.779899492,5.181693744,3.695952624,6.682216512,6.553646034,6.279303764,0.453368179,5.303912959,1.115506737,7.993620588,7.33632624,6.904251658,3.710406418,6.661816569,5.309145258,6.20540845,3.202807299,Tumor
TCGA-BR-6453-01A-11R-1802-13,3.770871322,3.03815362,3.777596458,3.482583722,5.586397869,5.260738545,3.871190149,3.792393116,5.178856434,4.83623016,2.812117427,5.701561809,5.864334741,5.549752638,0.070407258,4.285770614,0.247738827,7.721395902,7.13713768,6.844137047,3.143433584,5.495869734,5.231583321,5.773008172,3.239461895,Tumor
