"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster"
"TBC1D5",3.76796842108398e-13,0.303043248395528,0.482,0.226,5.79664261899559e-09,"2"
"SNTB1",3.91004367315908e-13,0.279631527022723,0.288,0.088,6.01521118678793e-09,"2"
"ANO10",4.01877917648376e-13,0.27219001785433,0.288,0.088,6.18248988510261e-09,"2"
"SNX29",4.05540893296216e-13,0.289178918149649,0.428,0.186,6.23884110246899e-09,"2"
"CD99",4.07945161173988e-13,0.375879979255596,0.766,0.507,6.27582835950063e-09,"2"
"HLA-B",4.08143488926974e-13,0.32896234963351,1,0.999,6.27887943365256e-09,"2"
"IER3",4.24015778063711e-13,-1.04710112827854,0.793,0.889,6.52305872973212e-09,"2"
"STAT5A",4.31939894109503e-13,0.278206827023921,0.437,0.195,6.6449633309806e-09,"2"
"TMEM192",4.50480140083858e-13,0.280124908965402,0.302,0.097,6.93018647505007e-09,"2"
"PRDX3",4.68473838940545e-13,0.269501343647202,0.604,0.337,7.20700153826135e-09,"2"
"TLR4",4.70723993475653e-13,0.31120427480992,0.653,0.38,7.24161791562944e-09,"2"
"MAX",5.16677967319276e-13,0.270414276918752,0.518,0.263,7.94857384923974e-09,"2"
"UBE2E2",5.29158622752754e-13,0.316672047841062,0.459,0.21,8.14057625242837e-09,"2"
"MAFB",5.73377567220687e-13,0.279248860323747,0.838,0.591,8.82084049412305e-09,"2"
"LMAN2",6.19771012842801e-13,0.310443786651525,0.653,0.381,9.53455726157364e-09,"2"
"TM9SF2",6.27332497460889e-13,0.356018414415907,0.775,0.516,9.65088314093831e-09,"2"
"SLC39A11",6.36290242851336e-13,0.262449564814532,0.293,0.093,9.78868909602495e-09,"2"
"RARRES3",6.38066023930526e-13,0.303390324742774,0.532,0.275,9.81600771214721e-09,"2"
"SFMBT2",6.46567939495722e-13,0.345374726122153,0.428,0.185,9.94680118120219e-09,"2"
"SFT2D2",6.46593597121072e-13,0.427224171636362,0.667,0.41,9.94719589811057e-09,"2"
"EMC7",7.20046263057247e-13,0.282574910719262,0.45,0.206,1.10771917108727e-08,"2"
"TPST2",7.76016005206226e-13,0.374610315649459,0.356,0.141,1.19382302240926e-08,"2"
"APLP2",7.8125171616445e-13,0.348033295465105,0.982,0.888,1.20187764014739e-08,"2"
"COMMD6",7.93094585569287e-13,-0.534516858464947,0.486,0.676,1.22009671043979e-08,"2"
"DDX60",8.07490858405544e-13,0.286740423365476,0.414,0.181,1.24224393657109e-08,"2"
"TNFRSF1A",8.31596418982993e-13,0.255795579603662,0.572,0.317,1.27932793096344e-08,"2"
"CPSF2",8.44164788770857e-13,0.296608814031874,0.423,0.183,1.29866311104509e-08,"2"
"SEC24D",8.59507141329167e-13,0.320417356113422,0.419,0.18,1.32226578622079e-08,"2"
"DDX21",8.97892371546486e-13,-0.619745974742379,0.626,0.812,1.38131762438711e-08,"2"
"REEP4",9.29964423874442e-13,0.260694379016501,0.288,0.091,1.43065726968844e-08,"2"
"RALGDS",9.85519375181442e-13,0.374034691832984,0.577,0.311,1.51612300677913e-08,"2"
"KIAA0930",1.04354183179742e-12,0.294093623632708,0.477,0.231,1.60538475403715e-08,"2"
"MAN2A1",1.05103064101107e-12,0.315802888967939,0.477,0.227,1.61690553813142e-08,"2"
"DNMT1",1.05742732285121e-12,0.324112522543856,0.505,0.252,1.6267461934743e-08,"2"
"ZNF638",1.06508245498601e-12,0.436677208230219,0.577,0.315,1.63852284875048e-08,"2"
"DPP7",1.14392280593857e-12,0.285111146428217,0.572,0.312,1.75981084465589e-08,"2"
"WDFY1",1.1540987962664e-12,0.278938353103032,0.464,0.221,1.77546558817622e-08,"2"
"TMEM106A",1.21936316003317e-12,0.279024633015318,0.405,0.174,1.87586828539502e-08,"2"
"GIMAP1",1.25529615404054e-12,0.292321455628776,0.297,0.097,1.93114760337596e-08,"2"
"BRI3",1.29298460480204e-12,0.352753221024501,0.968,0.854,1.98912751602747e-08,"2"
"ZMYND8",1.29484539685454e-12,0.298300308118197,0.405,0.172,1.99199015852102e-08,"2"
"PRKDC",1.36582754887243e-12,0.261292012865834,0.568,0.314,2.10118910118535e-08,"2"
"AFF1",1.39868247741974e-12,0.280173893585837,0.5,0.252,2.15173312326252e-08,"2"
"SIDT2",1.51107734352787e-12,0.27346242837746,0.315,0.109,2.32464138528327e-08,"2"
"SDCBP",1.67764713227425e-12,0.265031872406525,1,0.936,2.5808923482907e-08,"2"
"MRPL34",1.72482449337147e-12,0.311333424154579,0.374,0.149,2.65347000060267e-08,"2"
"ABI1",1.8211365649493e-12,0.420841206613974,0.73,0.504,2.801636491518e-08,"2"
"AC074099.1",1.99576407688249e-12,0.375118425532367,0.221,0.057,3.07028345587602e-08,"2"
"FABP5",2.03171024828207e-12,0.43894920856876,0.77,0.517,3.12558304595713e-08,"2"
"BEX3",2.16622214591012e-12,0.253310316214067,0.23,0.061,3.33251614926812e-08,"2"
"UGP2",2.16628431924606e-12,0.422445449013113,0.748,0.522,3.33261179672814e-08,"2"
"ADA2",2.23826299283918e-12,0.440345243521961,0.842,0.665,3.44334378818379e-08,"2"
"DYNLRB1",2.2721638654867e-12,0.259005136079552,0.608,0.351,3.49549689066474e-08,"2"
"DNAJC10",2.29482532044436e-12,0.318461451325861,0.473,0.225,3.5303592729716e-08,"2"
"TPCN1",2.33059077180499e-12,0.267580764601741,0.284,0.09,3.5853808433448e-08,"2"
"TBL1XR1",2.36783028611383e-12,0.274907434222617,0.595,0.339,3.64267011215752e-08,"2"
"FAM111A",2.38644808519651e-12,0.256797799193038,0.423,0.192,3.67131173426632e-08,"2"
"STK17B",2.5175821486864e-12,-0.579669110777738,0.405,0.61,3.87304837753915e-08,"2"
"TMEM9B",2.83115362548998e-12,0.285729530054618,0.464,0.22,4.35544673745379e-08,"2"
"GALNT1",2.87385640012421e-12,0.363779318524314,0.671,0.412,4.42114068595109e-08,"2"
"TXNRD1",2.92407766483732e-12,0.315203140449267,0.505,0.254,4.49840107958573e-08,"2"
"TMED7",2.96834270625008e-12,0.255928798592712,0.505,0.26,4.56649841929512e-08,"2"
"KDELR2",3.02974291302316e-12,0.273367622647542,0.572,0.319,4.66095649739483e-08,"2"
"DNAJC5",3.16215732354649e-12,0.280270256344506,0.396,0.167,4.86466282654393e-08,"2"
"NENF",3.21344960876132e-12,0.280542241939347,0.437,0.201,4.94357087811841e-08,"2"
"UBASH3B",3.25190950164715e-12,0.269533380399347,0.32,0.114,5.00273757733397e-08,"2"
"CYB561A3",3.37034288625974e-12,0.389803470411715,0.387,0.162,5.18493549622198e-08,"2"
"RAB35",3.37156205811704e-12,0.278614305291167,0.387,0.162,5.18681107020726e-08,"2"
"PDCD10",3.68045864110857e-12,0.317763605552541,0.55,0.292,5.66201757348143e-08,"2"
"CDIPT",3.68282015376761e-12,0.257720456528154,0.315,0.112,5.6656505245561e-08,"2"
"PI4K2A",3.91055579356224e-12,0.260974128303001,0.333,0.124,6.01599903281615e-08,"2"
"AP2B1",3.93912729407362e-12,0.280886560566492,0.577,0.32,6.05995342920285e-08,"2"
"RPL17",4.28505973781148e-12,-0.469164801724422,0.122,0.321,6.59213590064918e-08,"2"
"ATP2A2",4.37080536143895e-12,0.40322297673131,0.694,0.461,6.72404696803768e-08,"2"
"C6orf89",4.37178967049098e-12,0.294449011007554,0.365,0.145,6.72556122908332e-08,"2"
"SAMD4A",4.94637510168917e-12,0.260910062204923,0.266,0.081,7.60950345643862e-08,"2"
"KLHL9",5.01417395541493e-12,0.252281095427425,0.252,0.073,7.71380521301033e-08,"2"
"IL1RN",5.08370477736246e-12,-1.71338149692944,0.423,0.645,7.8207714294944e-08,"2"
"EPS15",5.08384530089279e-12,0.315395721804892,0.514,0.263,7.82098761089347e-08,"2"
"IST1",5.17882316465257e-12,0.259652586506586,0.599,0.346,7.96710155650152e-08,"2"
"IER2",5.19031312929014e-12,-0.991522674306244,0.595,0.756,7.98477771809996e-08,"2"
"PTGS2",5.28220958019369e-12,-1.71806651400907,0.347,0.588,8.12615121816997e-08,"2"
"SDHB",5.30509266254666e-12,0.300048817653387,0.518,0.268,8.16135455206178e-08,"2"
"P4HB",5.30694281898391e-12,0.396405246950221,0.838,0.644,8.16420083272484e-08,"2"
"DPP9",5.53268811587502e-12,0.274168400259975,0.383,0.16,8.51148739746213e-08,"2"
"KIAA0100",5.53409311227011e-12,0.275796779765198,0.365,0.148,8.51364884391634e-08,"2"
"FPR2",5.66932422216134e-12,-0.6199683062171,0.09,0.265,8.72168838337301e-08,"2"
"PPIF",6.12651842830932e-12,-0.993710728282039,0.644,0.788,9.42503595011105e-08,"2"
"TRA2B",6.22833140440681e-12,-0.551559342453942,0.626,0.801,9.58166503253944e-08,"2"
"SETDB2",6.30135495793868e-12,0.287159750512997,0.396,0.173,9.69400446729286e-08,"2"
"WIPI2",6.38797336521924e-12,0.287226807383533,0.401,0.173,9.82725822505327e-08,"2"
"DCUN1D1",6.4592861993314e-12,0.335153371216946,0.441,0.204,9.93696588905143e-08,"2"
"SNX14",6.6274746789772e-12,0.255650737975018,0.419,0.191,1.01957070461385e-07,"2"
"USO1",6.64252787818714e-12,0.259406833156041,0.509,0.265,1.02188648878031e-07,"2"
"GCNT1",6.70609695044674e-12,0.321106207503285,0.239,0.07,1.03166595485673e-07,"2"
"RABGAP1",7.05561076253322e-12,0.255034865090445,0.369,0.153,1.08543515970811e-07,"2"
"ST8SIA4",7.49676988361018e-12,0.321121827481605,0.604,0.345,1.15330307889459e-07,"2"
"RTN3",7.70872554230316e-12,0.256223108141652,0.671,0.414,1.18591033742792e-07,"2"
"MR1",7.74305746529725e-12,0.30882128855684,0.423,0.192,1.19119196046133e-07,"2"
"AQP9",7.95595602800651e-12,-0.904215343555843,0.365,0.554,1.22394427534852e-07,"2"
"NCKAP1L",7.98771304181907e-12,0.316925390515241,0.811,0.572,1.22882977435345e-07,"2"
"ADAM10",8.35210583203721e-12,0.387795648401088,0.784,0.567,1.2848879612006e-07,"2"
"TTC37",8.76812104784094e-12,0.28254043483619,0.423,0.193,1.34888774199985e-07,"2"
"ATG7",9.04335947287478e-12,0.271964071264968,0.419,0.189,1.39123042130706e-07,"2"
"VPS26C",9.14306835448129e-12,0.263408763713537,0.32,0.117,1.4065696356534e-07,"2"
"CLN5",9.4881518155181e-12,0.261355104945562,0.351,0.14,1.4596572752993e-07,"2"
"IMMT",9.66290530000404e-12,0.294449011007554,0.428,0.196,1.48654135135262e-07,"2"
"MAGT1",9.84490025634919e-12,0.281423155126382,0.55,0.3,1.51453945543676e-07,"2"
"NIPSNAP2",9.92374925280255e-12,0.303609219503262,0.468,0.228,1.52666958505114e-07,"2"
"FAM3C",1.01905800127517e-11,0.265774514525221,0.392,0.17,1.56771882916172e-07,"2"
"SNAPIN",1.01921104185406e-11,0.250214547340362,0.315,0.115,1.56795426678829e-07,"2"
"CAMK1D",1.14718823560675e-11,0.330635425201932,0.441,0.206,1.76483438165743e-07,"2"
"KIDINS220",1.17164060078653e-11,0.30055529301084,0.554,0.303,1.80245190025e-07,"2"
"SNAP29",1.20409188416683e-11,0.267104070142841,0.396,0.175,1.85237495460225e-07,"2"
"HK1",1.30375397600537e-11,0.258888462919045,0.473,0.239,2.00569511668667e-07,"2"
"VPS39",1.33079174129441e-11,0.252494216513411,0.27,0.086,2.04729001480732e-07,"2"
"HNRNPA1",1.34068412185531e-11,-0.541174685250351,0.77,0.877,2.06250845306222e-07,"2"
"SCP2",1.40310200307621e-11,0.301264407452673,0.721,0.466,2.15853212153243e-07,"2"
"TMED10",1.49106836480122e-11,0.324248649645504,0.793,0.555,2.2938595724102e-07,"2"
"VASP",1.5262817137466e-11,-0.479093633826845,0.559,0.763,2.34803178842777e-07,"2"
"NCOA4",1.53553534747772e-11,0.373087723958734,0.842,0.644,2.36226757855973e-07,"2"
"LNPEP",1.58993043570604e-11,0.254015573158376,0.5,0.264,2.44594898229017e-07,"2"
"RB1",1.64789664219264e-11,0.462616426310425,0.716,0.534,2.53512419434916e-07,"2"
"DUSP2",1.66445641557172e-11,-0.770804445764082,0.545,0.732,2.56059974971554e-07,"2"
"PTPN22",1.71907182136472e-11,0.275131185449057,0.356,0.146,2.64462008998748e-07,"2"
"RRM2B",1.91917254915581e-11,0.295533336530893,0.351,0.141,2.9524550496213e-07,"2"
"STAU1",1.98639036199614e-11,0.27503264781043,0.518,0.276,3.05586293289487e-07,"2"
"CD53",2.02281564346377e-11,0.25183662156954,0.986,0.881,3.11189958590466e-07,"2"
"LY96",2.09618276593935e-11,0.370239460450749,0.707,0.464,3.2247675671211e-07,"2"
"CDC27",2.11614398201211e-11,0.265721543887693,0.365,0.151,3.25547590192743e-07,"2"
"PIK3R1",2.12996195372571e-11,0.315609394461092,0.527,0.28,3.27673346961163e-07,"2"
"GNA13",2.15227529928217e-11,0.406105820387702,0.829,0.64,3.31106032041569e-07,"2"
"NLRP3",2.22004347812504e-11,-0.908153361776611,0.171,0.312,3.41531488674757e-07,"2"
"ST14",2.26755409970525e-11,0.291200915734861,0.401,0.18,3.48840522698655e-07,"2"
"GAPVD1",2.27506602130292e-11,0.272394912172504,0.432,0.203,3.49996156717241e-07,"2"
"RIPOR2",2.33431523056089e-11,-0.487735765622431,0.027,0.179,3.59111055069487e-07,"2"
"ATP6V1H",2.37551912856702e-11,0.288424594524461,0.527,0.284,3.6544986273875e-07,"2"
"GAS2L3",2.45598653888496e-11,0.256528842664371,0.36,0.152,3.77828969142062e-07,"2"
"ALOX5",2.45758976128840e-11,0.285622281343172,0.743,0.493,3.78075608876608e-07,"2"
"FCGR2B",2.58361372104174e-11,0.473660647535335,0.698,0.464,3.97463134845061e-07,"2"
"TMEM245",2.62292069985169e-11,0.261920313587812,0.293,0.102,4.03510120465184e-07,"2"
"QSOX1",2.66582321110354e-11,0.289764515388078,0.477,0.243,4.10110242796169e-07,"2"
"H2AFZ",2.67453172353481e-11,-0.593684818126619,0.568,0.742,4.11449960348596e-07,"2"
"RREB1",2.71608411344353e-11,0.27178346190762,0.482,0.248,4.17842380012153e-07,"2"
"ETV3",2.7725993504108e-11,-0.615431525620327,0.338,0.529,4.26536684067197e-07,"2"
"MARCH2",2.86251159914455e-11,0.255489307435886,0.347,0.141,4.40368784412397e-07,"2"
"RPN1",2.86601574870942e-11,0.338102389964716,0.599,0.348,4.40907862781458e-07,"2"
"RALA",2.92750145979701e-11,0.404638893378946,0.766,0.545,4.50366824575171e-07,"2"
"SPART",2.94593674297237e-11,0.264183365096381,0.505,0.267,4.53202908538869e-07,"2"
"FCGR1B",3.11393610517881e-11,0.260553028402476,0.36,0.152,4.79047930420708e-07,"2"
"ZDHHC24",3.161659083625e-11,0.258598050426636,0.266,0.086,4.86389633424871e-07,"2"
"UBE3A",3.42379635173858e-11,0.313712163952837,0.559,0.311,5.26716830751463e-07,"2"
"C20orf194",3.42976629049634e-11,0.272401628645498,0.293,0.104,5.27635246129957e-07,"2"
"UBAC1",3.60143090711989e-11,0.275699234681362,0.378,0.163,5.54044130751323e-07,"2"
"CAMSAP2",3.73039729001827e-11,0.275604060683842,0.324,0.124,5.73884319096411e-07,"2"
"G3BP1",3.8377945513048e-11,0.380844840904917,0.788,0.586,5.9040631377273e-07,"2"
"SNX9",3.85448276491623e-11,0.301570273527045,0.554,0.308,5.92973628554713e-07,"2"
"SORT1",3.96210083439576e-11,0.308305918328688,0.374,0.159,6.09529592363443e-07,"2"
"SDC2",4.03762810816504e-11,0.6574948951922,0.365,0.154,6.21148708160109e-07,"2"
"M6PR",4.10932114918426e-11,0.359729717052093,0.86,0.678,6.32177965590507e-07,"2"
"MFSD4B",4.10958363717613e-11,0.313103017765279,0.248,0.079,6.32218346743176e-07,"2"
"CLPTM1",4.19034647035585e-11,0.254010065711287,0.378,0.166,6.44642900999544e-07,"2"
"STARD7",4.22767231717004e-11,0.303320454578033,0.518,0.276,6.50385109273439e-07,"2"
"FEZ2",4.22933948905931e-11,0.266127378112004,0.428,0.203,6.50641586996885e-07,"2"
"ADAM19",4.2810162493001e-11,-0.635623607242417,0.045,0.213,6.58591539792327e-07,"2"
"CAPN1",4.42843007844961e-11,0.25505134691195,0.374,0.163,6.81269683268688e-07,"2"
"PDXDC1",4.73028585435146e-11,0.305839485826296,0.428,0.202,7.27707175833428e-07,"2"
"ELOVL1",4.8127375030861e-11,0.277328741153303,0.405,0.184,7.40391537474766e-07,"2"
"PLAC8",4.9731592035124e-11,-0.586523014708773,0.041,0.195,7.65070811868348e-07,"2"
"MTDH",5.30469969246215e-11,0.300048817653387,0.941,0.788,8.16075000688377e-07,"2"
"CDKN1A",5.56725155060644e-11,-0.664079783758774,0.644,0.811,8.56465978545295e-07,"2"
"ARHGEF11",5.58167191985974e-11,0.265947196879286,0.338,0.135,8.58684408151223e-07,"2"
"BLVRA",5.8482961058191e-11,0.252043444742554,0.514,0.279,8.9970187291921e-07,"2"
"SNX1",6.01695279748676e-11,0.2637640135715,0.455,0.226,9.25648018365364e-07,"2"
"EDEM3",6.1291643515711e-11,0.279306390593745,0.459,0.231,9.42910643845698e-07,"2"
"ARSB",6.42334165528706e-11,0.267044720736621,0.333,0.132,9.88166880249361e-07,"2"
"P2RX7",6.43459552220624e-11,0.291358924063247,0.473,0.242,9.89898175136207e-07,"2"
"RPS6KA1",6.80434706641259e-11,0.267094779725064,0.396,0.18,1.04678075269691e-06,"2"
"MFSD14B",6.97670909625673e-11,0.253793226692514,0.482,0.253,1.07329692736814e-06,"2"
"FMNL3",7.38353974769611e-11,0.280341357384401,0.374,0.163,1.13588375478557e-06,"2"
"PDXK",7.54238882325977e-11,0.283889439321268,0.757,0.514,1.16032109657028e-06,"2"
"ECE1",9.11997766584308e-11,-0.301235988369703,0.018,0.158,1.4030173641133e-06,"2"
"VPS8",1.08963772525298e-10,0.285983206463841,0.383,0.17,1.67629867652919e-06,"2"
"SLC15A4",1.12850901445644e-10,0.286226604814576,0.347,0.143,1.73609826783978e-06,"2"
"RETN",1.18987498609908e-10,-0.986511660051757,0.117,0.249,1.83050367861482e-06,"2"
"RAC1",1.19265281883539e-10,0.299569407283241,0.982,0.923,1.83477709649637e-06,"2"
"TOR1AIP1",1.21020559029693e-10,0.291288524360416,0.464,0.234,1.8617802801128e-06,"2"
"SSH1",1.28423745886011e-10,0.313687744812157,0.41,0.191,1.9756709067104e-06,"2"
"IBTK",1.31186653319585e-10,0.268844194857153,0.437,0.216,2.01817547466849e-06,"2"
"UBAP2L",1.32481739462138e-10,0.284558178741195,0.459,0.232,2.03809907988553e-06,"2"
"PCF11",1.40889566554308e-10,-0.457801390044846,0.414,0.623,2.16744509187148e-06,"2"
"ST6GAL1",1.42785524257052e-10,0.253611332341786,0.306,0.118,2.19661250517049e-06,"2"
"PECAM1",1.4473736643847e-10,0.358830393945576,0.667,0.424,2.22663964528943e-06,"2"
"ME2",1.4523133092307e-10,0.460885423912703,0.55,0.329,2.2342387949205e-06,"2"
"EMILIN2",1.4618127866718e-10,0.373709782469431,0.757,0.558,2.2488527910159e-06,"2"
"CD2AP",1.53163302084153e-10,0.301420971615263,0.423,0.202,2.35626423926261e-06,"2"
"PNP",1.61523180930257e-10,-0.545853224108726,0.297,0.452,2.48487261543108e-06,"2"
"RBPJ",1.63302657105492e-10,0.397624863523081,0.892,0.784,2.51224807691088e-06,"2"
"FAM98B",1.66575003526983e-10,0.291806115369362,0.302,0.114,2.5625898542591e-06,"2"
"RAB7B",1.72450226974324e-10,0.260675670051795,0.252,0.085,2.652974291773e-06,"2"
"PUM2",1.74240183332698e-10,0.269291422087885,0.464,0.239,2.68051098039022e-06,"2"
"PUM1",1.76498362965237e-10,0.291126773584067,0.613,0.369,2.7152508158572e-06,"2"
"VAMP3",1.79010646273892e-10,0.271303674359693,0.495,0.264,2.75389978227755e-06,"2"
"DIP2B",1.81385427708063e-10,0.266307335062051,0.387,0.176,2.79043341986085e-06,"2"
"RHOA",1.88978479924976e-10,0.345455082077676,0.982,0.948,2.90724493516584e-06,"2"
"DNTTIP2",1.93297122596538e-10,-0.550453405227773,0.383,0.586,2.97368293402515e-06,"2"
"ATP6V1C1",1.94042226879433e-10,0.293491999336714,0.554,0.316,2.9851456183132e-06,"2"
"SC5D",2.02782140072799e-10,0.25472731221617,0.338,0.14,3.11960044287995e-06,"2"
"PDE4DIP",2.04498525902052e-10,0.437941011181952,0.658,0.423,3.14600532247716e-06,"2"
"GNG2",2.16282110176534e-10,-0.346574370319298,0.023,0.162,3.32728398295579e-06,"2"
"GOLGA4",2.25798699400522e-10,0.400460628644236,0.829,0.66,3.47368719157762e-06,"2"
"ORMDL2",2.43976633844961e-10,0.253712265103173,0.423,0.21,3.75333653507088e-06,"2"
"SEL1L",2.44857382765497e-10,0.299160847983192,0.563,0.324,3.76688597646441e-06,"2"
"SRSF2",2.49887619457331e-10,-0.466549000779569,0.658,0.816,3.84427113773159e-06,"2"
"ANXA7",2.53979673348899e-10,0.317111930924086,0.626,0.386,3.90722329479946e-06,"2"
"ADGRE5",2.64478433458326e-10,0.330691966752028,0.721,0.483,4.06873622032288e-06,"2"
"VAMP8",2.98619709763958e-10,0.298064052481726,0.901,0.725,4.59396561500873e-06,"2"
"TMEM59",3.02290063572095e-10,0.334647098982838,0.788,0.583,4.65043033799311e-06,"2"
"ESYT1",3.02689828573342e-10,0.267033921353125,0.306,0.119,4.65658032277229e-06,"2"
"METTL7A",3.14402955134369e-10,0.314108590428063,0.374,0.167,4.83677506178713e-06,"2"
"VTI1B",3.27368603909503e-10,0.266241792534654,0.473,0.249,5.03623860254379e-06,"2"
"HSPE1",3.28115985597686e-10,-0.683738311524016,0.667,0.789,5.0477363224348e-06,"2"
"BBX",3.55714965351106e-10,0.25148328358588,0.568,0.335,5.47231902696141e-06,"2"
"SRSF3",3.91882865181607e-10,-0.479245137638052,0.703,0.849,6.02872599795384e-06,"2"
"CYTOR",4.06115047375119e-10,-0.564911149266038,0.36,0.53,6.24767388881883e-06,"2"
"SEC61A1",4.07570343466571e-10,0.297845758493816,0.477,0.251,6.27006216388973e-06,"2"
"TOR3A",4.343945067281e-10,0.293886378571675,0.401,0.189,6.6827250915051e-06,"2"
"COL6A2",4.37706185910022e-10,0.263161409226709,0.162,0.035,6.73367196403977e-06,"2"
"SECTM1",4.47991567675672e-10,0.288835841367669,0.464,0.241,6.89190227712253e-06,"2"
"VPS35L",4.51684295126461e-10,0.260580642169038,0.297,0.114,6.94871119622548e-06,"2"
"F13A1",5.00373215158706e-10,0.458626141392391,0.306,0.121,7.69774154200154e-06,"2"
"CAB39",5.03685081176105e-10,0.311918670317183,0.518,0.287,7.74869128881319e-06,"2"
"IFNAR1",5.2826028425628e-10,0.33551269366995,0.676,0.444,8.12675621299862e-06,"2"
"TMEM87A",5.39890684405208e-10,0.252793091442138,0.419,0.206,8.30567828888972e-06,"2"
"NARS",5.60103021326513e-10,0.256192251324855,0.712,0.476,8.61662488008707e-06,"2"
"NUDT3",5.70689225676451e-10,0.280112007658984,0.432,0.217,8.77948304780652e-06,"2"
"SQOR",5.71225573565536e-10,0.287534124719552,0.734,0.501,8.7877342237322e-06,"2"
"VPS41",6.19601926140783e-10,0.29137862036536,0.437,0.219,9.5319560317498e-06,"2"
"CTDSP2",6.28958770861568e-10,0.27201409016179,0.378,0.173,9.67590173093436e-06,"2"
"JAML",6.49934665398793e-10,-0.523537512210265,0.113,0.282,9.99859489249504e-06,"2"
"HNRNPDL",6.6601648635208e-10,-0.417890226385467,0.653,0.835,1.02459976260404e-05,"2"
"CTBS",6.91917933080204e-10,0.256597299569216,0.459,0.242,1.06444654825059e-05,"2"
"PRDM1",6.94977606707659e-10,0.330263218917065,0.595,0.359,1.06915355015906e-05,"2"
"PTPN6",7.20771061181244e-10,0.262014102338819,0.608,0.375,1.10883420052123e-05,"2"
"MYDGF",7.2620474150233e-10,0.283181467398741,0.685,0.449,1.11719337432718e-05,"2"
"DDIT4",7.44163611827474e-10,-0.59528071988326,0.216,0.375,1.14482130043539e-05,"2"
"APOBEC3A",7.90354579974811e-10,-0.825240992487245,0.014,0.135,1.21588148583325e-05,"2"
"HPS5",8.1328993486551e-10,0.272487996513804,0.473,0.253,1.2511652357971e-05,"2"
"DCTN2",8.30087400177357e-10,0.25212366354437,0.374,0.173,1.27700645643285e-05,"2"
"RBMS1",8.55553661864245e-10,0.381079022352228,0.779,0.598,1.31618375341195e-05,"2"
"LDHA",9.01827639754228e-10,-0.502649741972996,0.653,0.831,1.3873716409979e-05,"2"
"REEP5",9.21604331339596e-10,0.336617194882797,0.73,0.532,1.41779610333283e-05,"2"
"IL1A",1.02132619260337e-09,-1.38665824060112,0.077,0.21,1.57120821470102e-05,"2"
"NFATC3",1.02267060268838e-09,0.250239622643718,0.338,0.145,1.57327645517581e-05,"2"
"SAMD9L",1.03898133282527e-09,0.29737240621432,0.64,0.405,1.5983688824184e-05,"2"
"IL2RG",1.1333063915436e-09,0.329236304219858,0.568,0.336,1.74347855275067e-05,"2"
"FERMT3",1.19650377102709e-09,0.339550670463997,0.806,0.634,1.84070140134807e-05,"2"
"PSMC6",1.28238671821562e-09,0.281375310242986,0.541,0.312,1.97282372730292e-05,"2"
"AMPD3",1.32022597119563e-09,0.311578303106213,0.356,0.159,2.03103563408736e-05,"2"
"SNX17",1.36459060619069e-09,0.279621593329914,0.414,0.205,2.09928618856375e-05,"2"
"HELZ",1.37346429681217e-09,0.269123111250654,0.554,0.327,2.11293747421584e-05,"2"
"ATP6V1E1",1.52068047441615e-09,0.303438268880568,0.671,0.445,2.3394148418418e-05,"2"
"ZNF331",1.526556623841e-09,0.456080465294545,0.838,0.738,2.348454710117e-05,"2"
"CSTA",1.53527333241091e-09,-0.503279327425226,0.356,0.447,2.36186449458094e-05,"2"
"SUB1",1.6712909104328e-09,-0.508854891499704,0.806,0.874,2.57111393660982e-05,"2"
"MARCKS",1.74452949197815e-09,0.320240588686215,0.941,0.849,2.68378417045919e-05,"2"
"AHR",1.78253279384647e-09,0.442609031480115,0.703,0.53,2.74224845005341e-05,"2"
"ATP2B1",1.86025580613171e-09,-0.792301689153646,0.667,0.793,2.86181753215302e-05,"2"
"RAB2A",2.06044554536359e-09,0.307376541513135,0.658,0.43,3.16978942698735e-05,"2"
"TUBB",2.2976796948365e-09,0.449832135602628,0.838,0.688,3.53475044253647e-05,"2"
"PNRC1",2.29923797315495e-09,-0.651895705557223,0.968,0.963,3.53714769790158e-05,"2"
"MAP4K4",2.44584326687731e-09,-0.505505999173798,0.14,0.312,3.76268528176405e-05,"2"
"CAST",2.53992776217443e-09,0.258376269051842,0.932,0.785,3.90742486932915e-05,"2"
"FAM91A1",2.60357633234338e-09,0.288381009229949,0.514,0.291,4.00534182967706e-05,"2"
"SLC7A5",2.61208587052903e-09,-0.438588449542089,0.158,0.291,4.01843290322186e-05,"2"
"RBM47",2.75800124376105e-09,0.30912450629403,0.86,0.694,4.242909113402e-05,"2"
"YIPF3",2.88474142875716e-09,0.260361773243196,0.383,0.183,4.43788621400001e-05,"2"
"PLEKHO1",2.92159459915514e-09,0.36420619183327,0.811,0.643,4.49458113134026e-05,"2"
"HSPA1A",2.96629991394564e-09,-1.3358866084893,0.874,0.815,4.56335578761397e-05,"2"
"METTL9",3.09351353911704e-09,-0.44015567361949,0.234,0.382,4.75906122857766e-05,"2"
"TMEM43",3.20032765440469e-09,0.253929220946363,0.32,0.136,4.92338406353617e-05,"2"
"NPM1",3.37910962363033e-09,-0.552501972373716,0.788,0.853,5.19842224499289e-05,"2"
"TMX1",3.48113683901231e-09,0.304450084152392,0.509,0.29,5.35538091313653e-05,"2"
"ATP6V0B",3.57126897619587e-09,0.271186456113387,0.941,0.835,5.49404019297973e-05,"2"
